"","X1","committee_name","contributor_occupation","college"
"1",1,"END CITIZENS UNITED","COLLEGE PROFESSOR","SUNYGeneseo"
"2",2,"HARLEY ROUDA FOR CONGRESS","PROFESSOR","CornellU"
"3",3,"HARLEY ROUDA FOR CONGRESS","PROFESSOR","CornellU"
"4",4,"HARLEY ROUDA FOR CONGRESS","PROFESSOR","CornellU"
"5",5,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"6",6,"FRIENDS OF DANA BALTER","PROFESSOR","HamiltonC"
"7",7,"FRIENDS OF DANA BALTER","ASSOCIATE DEAN FOR FINANCE","CornellU"
"8",8,"FRIENDS OF DANA BALTER","IT MANAGEMENT","CornellU"
"9",9,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"10",10,"ACTBLUE","ADMINISTRATIVE ASSISTANT","MolloyC"
"11",11,"ACTBLUE","PROFESSOR","CornellU"
"12",12,"ACTBLUE","STUDENT","CornellU"
"13",13,"ACTBLUE","PSYCHOLOGIST","CornellU"
"14",14,"ACTBLUE","PROFESSOR","HamiltonC"
"15",15,"ACTBLUE","ACADEMIC","CornellU"
"16",16,"ACTBLUE","STUDENT","CornellU"
"17",17,"ACTBLUE","PHD STUDENT (TEACHING ASSISTANT)","CornellU"
"18",18,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"19",19,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"20",20,"ACTBLUE","POSTDOCTORAL RESEARCH ASSOCIATE","CornellU"
"21",21,"FRIENDS OF DANA BALTER","IT MANAGEMENT","CornellU"
"22",22,"FRIENDS OF DANA BALTER","IT MANAGEMENT","CornellU"
"23",23,"FRIENDS OF DANA BALTER","IT MANAGEMENT","CornellU"
"24",24,"HOUSE MAJORITY PAC","WRITER/PROFESSOR","CornellU"
"25",25,"ACTBLUE","PHYSICIST","CornellU"
"26",26,"FRIENDS OF DANA BALTER","ASSOCIATE PROFESSOR","CornellU"
"27",27,"ACTBLUE","ADMIN ASST","CornellU"
"28",28,"ACTBLUE","STUDENT","CornellU"
"29",29,"ACTBLUE","ACADEMIC","CornellU"
"30",30,"ACTBLUE","LIBRARIAN","CornellU"
"31",31,"ACTBLUE","PROFESSOR","CornellU"
"32",32,"ACTBLUE","PROFESSOR","CornellU"
"33",33,"ACTBLUE","POSTDOCTORAL ASSOCIATE","CornellU"
"34",34,"ACTBLUE","LIBRARIAN","CornellU"
"35",35,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","ASSOCIATE PROFESSOR","CornellU"
"36",36,"ACTBLUE","DATA ARCHIVE ASSISTANT","CornellU"
"37",37,"ACTBLUE","ADMINISTRATION","CornellU"
"38",38,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"39",39,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"40",40,"ACTBLUE","PROFESSOR","CornellU"
"41",41,"JANET GARRETT FOR CONGRESS COMMITTEE","PROFESSOR","CornellU"
"42",42,"ACTBLUE","PROFESSOR","CornellU"
"43",43,"ACTBLUE","PROFESSOR","CornellU"
"44",44,"ACTBLUE","MATHEMATICIAN","CornellU"
"45",45,"ACTBLUE","EDUCATOR","CornellU"
"46",46,"ACTBLUE","EDUCATOR","CornellU"
"47",47,"ACTBLUE","PROFESSOR","HamiltonC"
"48",48,"ACTBLUE","GRADUATE STUDENT","RPI"
"49",49,"ACTBLUE","RESEARCH SUPPORT SPECIALIST","CornellU"
"50",50,"ACTBLUE","PROFESSOR","AdelphiU"
"51",51,"HOUSE MAJORITY PAC","WRITER/PROFESSOR","CornellU"
"52",52,"ACTBLUE","PROFESSOR","CornellU"
"53",53,"ACTBLUE","PROFESSOR","CornellU"
"54",54,"ACTBLUE","COLLEGE PROFESSOR","SUNYGeneseo"
"55",55,"ACTBLUE","ADMIN ASSISTANT","CornellU"
"56",56,"FRIENDS OF DANA BALTER","PROFESSOR","HamiltonC"
"57",57,"FRIENDS OF DANA BALTER","DIRECTOR","HamiltonC"
"58",58,"FRIENDS OF DANA BALTER","FACULTY MEMBER","CornellU"
"59",59,"FRIENDS OF DANA BALTER","IT MANAGEMENT","CornellU"
"60",60,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"61",61,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"62",62,"FRIENDS OF DANA BALTER","PROFESSOR","CornellU"
"63",63,"ACTBLUE","LIBRARIAN","CornellU"
"64",64,"ACTBLUE","DEVELOPMENT OFFICER","CornellU"
"65",65,"ACTBLUE","OPERATIONS SPECIALIST","RPI"
"66",66,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"67",67,"ACTBLUE","EDUCATOR","AdelphiU"
"68",68,"ACTBLUE","PROFESSOR","SUNYGeneseo"
"69",69,"ACTBLUE","PHYSICIAN","CornellU"
"70",70,"ACTBLUE","PROFESSOR","CornellU"
"71",71,"ACTBLUE","EDUCATOR","CornellU"
"72",72,"ACTBLUE","EDUCATOR","CornellU"
"73",73,"ACTBLUE","EDUCATOR","CornellU"
"74",74,"ACTBLUE","EDUCATOR","CornellU"
"75",75,"ACTBLUE","TEACHER","CornellU"
"76",76,"ACTBLUE","ADMIN ASST","CornellU"
"77",77,"ACTBLUE","EDUCATION","CornellU"
"78",78,"ACTBLUE","ADMIN ASST","CornellU"
"79",79,"ACTBLUE","PHYSICIAN","CornellU"
"80",80,"ACTBLUE","PHYSICIAN","CornellU"
"81",81,"ACTBLUE","EDUCATOR","CornellU"
"82",82,"ACTBLUE","STUDENT","CornellU"
"83",83,"ACTBLUE","ADMINISTRATOR","CornellU"
"84",84,"ACTBLUE","PROFESSOR","CornellU"
"85",85,"ACTBLUE","ANALYST","CornellU"
"86",86,"ACTBLUE","STUDENT","CornellU"
"87",87,"ACTBLUE","PROFESSOR","CornellU"
"88",88,"ACTBLUE","COLLEGE FOOTBALL COACH","HamiltonC"
"89",89,"ACTBLUE","RESEARCH SUPPORT SPECIALIST","CornellU"
"90",90,"ACTBLUE","ADMIN ASSISTANT","CornellU"
"91",91,"ACTBLUE","ADMIN ASSISTANT","CornellU"
"92",92,"ACTBLUE","PROFESSOR","CornellU"
"93",93,"END CITIZENS UNITED","COLLEGE PROFESSOR","SUNYGeneseo"
"94",94,"ACTBLUE","PROFESSOR","SUNYGeneseo"
"95",95,"ACTBLUE","ADMIN ASSISTANT","CornellU"
"96",96,"END CITIZENS UNITED","PROFESSOR","CornellU"
"97",97,"END CITIZENS UNITED","PROFESSOR","CornellU"
"98",98,"ACTBLUE","PROFESSOR","CornellU"
"99",99,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"100",100,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","PROFESSOR","CornellU"
"101",101,"ACTBLUE","ACADEMIC","CornellU"
"102",102,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","PROFESSOR","CornellU"
"103",103,"ACTBLUE","LAB MANAGER","CornellU"
"104",104,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","PROFESSOR","CornellU"
"105",105,"ACTBLUE","COLLEGE FOOTBALL COACH","HamiltonC"
"106",106,"ACTBLUE","CURATORIAL ASSISTANT","CornellU"
"107",107,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","PROFESSOR","CornellU"
"108",108,"ACTBLUE","RESEARCH ASSISTANT","CornellU"
"109",109,"ACTBLUE","TEACHER","CornellU"
"110",110,"ACTBLUE","COLLEGE PROFESSOR","HamiltonC"
"111",111,"ACTBLUE","COLLEGE PROFESSOR","HamiltonC"
"112",112,"ACTBLUE","STUDENT","CornellU"
"113",113,"ACTBLUE","PROFESSOR","AdelphiU"
"114",114,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"115",115,"ACTBLUE","GRADUATE STUDENT","RPI"
"116",116,"ACTBLUE","ARCHIVIST","CornellU"
"117",117,"ACTBLUE","ARCHIVIST","CornellU"
"118",118,"ACTBLUE","ARCHIVIST","CornellU"
"119",119,"ACTBLUE","COLLEGE PROFESSOR","SUNYGeneseo"
"120",120,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"121",121,"ACTBLUE","PLANT SCIENTIST","CornellU"
"122",122,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"123",123,"ACTBLUE","FUNDRAISING/DEVELOPMENT","CornellU"
"124",124,"ACTBLUE","RESEARCH ASSISTANT","CornellU"
"125",125,"ACTBLUE","PROGRAM MANAGER","CornellU"
"126",126,"ACTBLUE","VETERINARIAN","CornellU"
"127",127,"ACTBLUE","ARCHIVIST","HamiltonC"
"128",128,"ACTBLUE","ARCHIVIST","HamiltonC"
"129",129,"ACTBLUE","VETERINARIAN","CornellU"
"130",130,"ACTBLUE","LIBRARY ADMINISTRATOR","CornellU"
"131",131,"ACTBLUE","PROFESSOR","CornellU"
"132",132,"ACTBLUE","PROFESSOR","AdelphiU"
"133",133,"ACTBLUE","PROFESSOR","CornellU"
"134",134,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"135",135,"ACTBLUE","STUDENT","HamiltonC"
"136",136,"ACTBLUE","PROFESSOR","AdelphiU"
"137",137,"ACTBLUE","ADMINISTRATION","HamiltonC"
"138",138,"ACTBLUE","PROFESSOR","CornellU"
"139",139,"ACTBLUE","PROGRAM MANAGER","CornellU"
"140",140,"ACTBLUE","PROFESSOR","CornellU"
"141",141,"ACTBLUE","PROFESSOR","HamiltonC"
"142",142,"ACTBLUE","PROFESSOR","HamiltonC"
"143",143,"ACTBLUE","LECTURER","CornellU"
"144",144,"ACTBLUE","PHYSICIAN","CornellU"
"145",145,"ACTBLUE","PHYSICIAN","CornellU"
"146",146,"ACTBLUE","ADMINISTRATOR","CornellU"
"147",147,"ACTBLUE","COLLEGE PROFESSOR","SUNYGeneseo"
"148",148,"SWING LEFT","PHD STUDENT","CornellU"
"149",149,"SWING LEFT","PHD STUDENT","CornellU"
"150",150,"ACTBLUE","RESEARCH TECHNICIAN","HamiltonC"
"151",151,"ACTBLUE","APPLICATIONS DEVELOPER","CornellU"
"152",152,"ACTBLUE","PROFESSOR","HamiltonC"
"153",153,"ACTBLUE","PROFESSOR","CornellU"
"154",154,"END CITIZENS UNITED","PROFESSOR","CornellU"
"155",155,"ACTBLUE","PROFESSOR","HamiltonC"
"156",156,"ACTBLUE","PROFESSOR","HamiltonC"
"157",157,"ACTBLUE","PROFESSOR","CornellU"
"158",158,"ACTBLUE","PROFESSOR","AdelphiU"
"159",159,"ACTBLUE","PHYSICIAN","CornellU"
"160",160,"ACTBLUE","PHYSICIAN","CornellU"
"161",161,"ACTBLUE","PHYSICIAN","CornellU"
"162",162,"ACTBLUE","PHYSICIAN","CornellU"
"163",163,"ACTBLUE","PROFESSOR","CornellU"
"164",164,"ACTBLUE","VETERINARIAN","CornellU"
"165",165,"ACTBLUE","VETERINARIAN","CornellU"
"166",166,"ACTBLUE","VETERINARIAN","CornellU"
"167",167,"ACTBLUE","CURATOR/PROFESSOR","CornellU"
"168",168,"ACTBLUE","ADMINISTRATOR","CornellU"
"169",169,"ACTBLUE","POST-POCTORAL RESEARCHER","CornellU"
"170",170,"ACTBLUE","STUDENT","HamiltonC"
"171",171,"ACTBLUE","TEACHER","CornellU"
"172",172,"ACTBLUE","PHYSICIAN","CornellU"
"173",173,"ACTBLUE","EDUCATOR","CornellU"
"174",174,"ACTBLUE","PROFESSOR","CornellU"
"175",175,"ACTBLUE","FACULTY","SUNYGeneseo"
"176",176,"ACTBLUE","COLLEGE PROFESSOR","MolloyC"
"177",177,"ACTBLUE","HIGHER EDUCATION ACADEMIC ADVISOR","HamiltonC"
"178",178,"ACTBLUE","PROFESSOR","HamiltonC"
"179",179,"ACTBLUE","LIBRARIAN","CornellU"
"180",180,"ACTBLUE","PROFESSOR OF COMPARATIVE LITERATURE","HamiltonC"
"181",181,"ACTBLUE","SCIENTIST","CornellU"
"182",182,"ACTBLUE","CURATOR/PROFESSOR","CornellU"
"183",183,"ACTBLUE","ART TEACHER","CornellU"
"184",184,"ACTBLUE","SYSTEM ADMIN","CornellU"
"185",185,"ACTBLUE","LIBRARIAN","AdelphiU"
"186",186,"ACTBLUE","PROFESSOR","CornellU"
"187",187,"ACTBLUE","PROFESSOR","CornellU"
"188",188,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"189",189,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"190",190,"ACTBLUE","PROFESSOR","SUNYGeneseo"
"191",191,"ACTBLUE","STUDENT","CornellU"
"192",192,"ACTBLUE","ARCHIVIST","CornellU"
"193",193,"ACTBLUE","ARCHIVIST","CornellU"
"194",194,"ACTBLUE","TECH TRANSFER","CornellU"
"195",195,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"196",196,"ACTBLUE","STUDENT","CornellU"
"197",197,"ACTBLUE","PROFESSOR","CornellU"
"198",198,"ACTBLUE","PROFESSOR","CornellU"
"199",199,"ACTBLUE","EDUCATION","CornellU"
"200",200,"ACTBLUE","PROFESSOR","SUNYGeneseo"
"201",201,"ACTBLUE","PROFESSOR","CornellU"
"202",202,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"203",203,"ACTBLUE","STUDENT","CornellU"
"204",204,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"205",205,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"206",206,"ACTBLUE","MAJOR GIFT OFFICER","CornellU"
"207",207,"ACTBLUE","EDUCATOR","CornellU"
"208",208,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"209",209,"ACTBLUE","ASSISTANT PROFESSOR","HamiltonC"
"210",210,"ACTBLUE","PROFESSOR OF COMPARATIVE LITERATURE","HamiltonC"
"211",211,"ACTBLUE","PROFESSOR","CornellU"
"212",212,"ACTBLUE","LECTURER","CornellU"
"213",213,"ACTBLUE","PROFESSOR","HamiltonC"
"214",214,"ACTBLUE","PUBLICATIONS ASSISTANT","CornellU"
"215",215,"ACTBLUE","EXECUTIVE DIRECTOR","CornellU"
"216",216,"ACTBLUE","EXECUTIVE DIRECTOR","CornellU"
"217",217,"ACTBLUE","EDUCATOR","CornellU"
"218",218,"ACTBLUE","ARCHIVIST","CornellU"
"219",219,"ACTBLUE","PROFESSOR","CornellU"
"220",220,"ACTBLUE","DIRECTOR, PRESS RELATIONS","CornellU"
"221",221,"ACTBLUE","ADMINISTRATOR","CornellU"
"222",222,"ACTBLUE","FUND-RAISER","CornellU"
"223",223,"END CITIZENS UNITED","PROFESSOR","CornellU"
"224",224,"ACTBLUE","PROFESSOR","CornellU"
"225",225,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"226",226,"ACTBLUE","EXEC DIRECTOR","CornellU"
"227",227,"ACTBLUE","PROFESSOR","CornellU"
"228",228,"ACTBLUE","WRITER","CornellU"
"229",229,"ACTBLUE","MAJOR GIFT OFFICER","CornellU"
"230",230,"ACTBLUE","MAJOR GIFT OFFICER","CornellU"
"231",231,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"232",232,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"233",233,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"234",234,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"235",235,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"236",236,"ACTBLUE","MAJOR GIFT OFFICER","HamiltonC"
"237",237,"ACTBLUE","SOFTWARE ENGINEER","CornellU"
"238",238,"ACTBLUE","PROFESSOR","CornellU"
"239",239,"ACTBLUE","PROFESSOR","CornellU"
"240",240,"ACTBLUE","EXECUTIVE DIRECTOR","CornellU"
"241",241,"ACTBLUE","COMMUNICATIONS COORDINATOR","CornellU"
"242",242,"ACTBLUE","NURSE PRACTITIONER","CornellU"
"243",243,"ACTBLUE","PROFESSOR","HamiltonC"
"244",244,"ACTBLUE","ACADEMIC","CornellU"
"245",245,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"246",246,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"247",247,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"248",248,"ACTBLUE","PROFESSOR","HamiltonC"
"249",249,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"250",250,"ACTBLUE","ACADEMIC","CornellU"
"251",251,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"252",252,"ACTBLUE","PROFESSOR","CornellU"
"253",253,"ACTBLUE","EDUCATOR","CornellU"
"254",254,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"255",255,"ACTBLUE","ALUMNI AFFAIRS & DEVELOPMENT","CornellU"
"256",256,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"257",257,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"258",258,"ACTBLUE","PROFESSOR","HamiltonC"
"259",259,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"260",260,"ACTBLUE","EDUCATOR","CornellU"
"261",261,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"262",262,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"263",263,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"264",264,"ACTBLUE","STUDENT","HamiltonC"
"265",265,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"266",266,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"267",267,"ACTBLUE","EDUCATOR","CornellU"
"268",268,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"269",269,"ACTBLUE","WRITER","CornellU"
"270",270,"ACTBLUE","PROFESSOR","CornellU"
"271",271,"ACTBLUE","PROFESSOR","CornellU"
"272",272,"ACTBLUE","STUDENT","HamiltonC"
"273",273,"ACTBLUE","LIBRARY ASSISTANT","CornellU"
"274",274,"ACTBLUE","PROFESSOR","CornellU"
"275",275,"ACTBLUE","PHD STUDENT (TEACHING ASSISTANT)","CornellU"
"276",276,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"277",277,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"278",278,"ACTBLUE","ENGINEER","CornellU"
"279",279,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"280",280,"ACTBLUE","MATHEMATICIAN","CornellU"
"281",281,"ACTBLUE","MATHEMATICIAN","CornellU"
"282",282,"ACTBLUE","PROFESSOR","HamiltonC"
"283",283,"ROSEN FOR NEVADA","PROFESSOR","CornellU"
"284",284,"SHARICE FOR CONGRESS","PROFESSOR","CornellU"
"285",285,"SHARICE FOR CONGRESS","PROFESSOR","CornellU"
"286",286,"SHARICE FOR CONGRESS","PROFESSOR","CornellU"
"287",287,"SHARICE FOR CONGRESS","LAW PROFESSOR","CornellU"
"288",288,"ACTBLUE","PROFESSOR","AdelphiU"
"289",289,"ACTBLUE","EDUCATOR","CornellU"
"290",290,"ACTBLUE","EDUCATOR","CornellU"
"291",291,"ACTBLUE","PROFESSOR","SUNYGeneseo"
"292",292,"ACTBLUE","PROFESSOR","CornellU"
"293",293,"ACTBLUE","BIOLOGIST","CornellU"
"294",294,"ACTBLUE","SCIENTIST","CornellU"
"295",295,"ACTBLUE","LECTURER","CornellU"
"296",296,"ACTBLUE","POST-POCTORAL RESEARCHER","CornellU"
"297",297,"ACTBLUE","POST-POCTORAL RESEARCHER","CornellU"
"298",298,"ACTBLUE","RESEARCH ASSOCIATE","CornellU"
"299",299,"ACTBLUE","RESEARCH ASSISTANT","CornellU"
"300",300,"ACTBLUE","MUSIC LIBRARY COORDINATOR","HamiltonC"
"301",301,"ACTBLUE","COMMUNICATIONS DIRECTOR","CornellU"
"302",302,"ACTBLUE","ADMIN ASST","CornellU"
"303",303,"ACTBLUE","RESEARCH ASSISTANT","CornellU"
"304",304,"ACTBLUE","LIBRARIAN","CornellU"
"305",305,"ACTBLUE","PROFESSOR","HamiltonC"
"306",306,"ACTBLUE","PROFESSOR","HamiltonC"
"307",307,"ACTBLUE","PROFESSOR","HamiltonC"
"308",308,"ACTBLUE","PROFESSOR","CornellU"
"309",309,"ACTBLUE","PROFESSOR","CornellU"
"310",310,"ACTBLUE","PROFESSOR","CornellU"
"311",311,"ACTBLUE","PROFESSOR","CornellU"
"312",312,"ACTBLUE","RESEARCH ADMINISTRATOR","CornellU"
"313",313,"ACTBLUE","RESEARCH ADMINISTRATOR","CornellU"
"314",314,"ACTBLUE","RESEARCH ADMINISTRATOR","CornellU"
"315",315,"ACTBLUE","RESEARCH ADMINISTRATOR","CornellU"
"316",316,"ACTBLUE","STUDENT","HamiltonC"
"317",317,"ACTBLUE","STUDENT","HamiltonC"
"318",318,"ACTBLUE","PROFESSOR","CornellU"
"319",319,"ACTBLUE","IMMIGRATION ADVISOR","CornellU"
"320",320,"ACTBLUE","PHYSICIAN","CornellU"
"321",321,"ACTBLUE","PHYSICIAN","CornellU"
"322",322,"ACTBLUE","PHYSICIAN","CornellU"
"323",323,"ACTBLUE","PROFESSOR","AdelphiU"
"324",324,"ACTBLUE","SYSTEM ANALYST/ADMINISTRATOR","HamiltonC"
"325",325,"ACTBLUE","PROGRAMMER/ANALYST","CornellU"
"326",326,"ACTBLUE","LIBRARY ASSISTANT","CornellU"
"327",327,"ACTBLUE","PLANT SCIENTIST","CornellU"
"328",328,"ACTBLUE","EDUCATOR","AdelphiU"
"329",329,"ACTBLUE","ASSOC PROFESSOR","AdelphiU"
"330",330,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"331",331,"ACTBLUE","PROFESSOR","HamiltonC"
"332",332,"ACTBLUE","PHYSICIAN","CornellU"
"333",333,"ACTBLUE","PHYSICIAN","CornellU"
"334",334,"ACTBLUE","PROFESSOR","CornellU"
"335",335,"ACTBLUE","COLLEGE PROFESSOR","AdelphiU"
"336",336,"ACTBLUE","ACADEMIC","CornellU"
"337",337,"ACTBLUE","PROFESSOR","CornellU"
"338",338,"ACTBLUE","PROFESSOR","CornellU"
"339",339,"ACTBLUE","PROFESSOR","CornellU"
"340",340,"ACTBLUE","ENROLLMENT MANAGEMENT","RPI"
"341",341,"ACTBLUE","PROFESSOR","CornellU"
"342",342,"ACTBLUE","RESEARCH ASSOCIATE","CornellU"
"343",343,"ACTBLUE","RESEARCH ASSOCIATE","CornellU"
"344",344,"ACTBLUE","PROFESSOR","CornellU"
"345",345,"ACTBLUE","DIRECTOR","HamiltonC"
"346",346,"ACTBLUE","FUNDRAISING/DEVELOPMENT","CornellU"
"347",347,"ACTBLUE","FUNDRAISING/DEVELOPMENT","CornellU"
"348",348,"ACTBLUE","LIBRARIES/NON-PROFITS","CornellU"
"349",349,"ACTBLUE","RESEARCH ANALYST","CornellU"
"350",350,"ACTBLUE","PROFESSOR","CornellU"
"351",351,"ACTBLUE","COMPUTER GEEK","CornellU"
"352",352,"ACTBLUE","COLLEGE PROFESSORS",NA
"353",353,"ACTBLUE","PROFESSOR","CornellU"
"354",354,"ACTBLUE","PROFESSOR","CornellU"
"355",355,"ACTBLUE","PSYCHOLOGIST","CornellU"
"356",356,"ACTBLUE","PSYCHOLOGIST","CornellU"
"357",357,"JESSICA HOLCOMBE FOR CONGRESS","STUDENT","CornellU"
"358",358,"ACTBLUE","ATTORNEY","CornellU"
"359",359,"ACTBLUE","ASSOC PROFESSOR","AdelphiU"
"360",360,"ACTBLUE","ASSOC PROFESSOR","AdelphiU"
"361",361,"ACTBLUE","TEACHER","CornellU"
"362",362,"ACTBLUE","EDUCATOR","CornellU"
"363",363,"ACTBLUE","COLLEGE PROFESSOR","MolloyC"
"364",364,"ACTBLUE","PROFESSOR","CornellU"
"365",365,"ACTBLUE","VETERINARIAN","CornellU"
"366",366,"ACTBLUE","VETERINARIAN","CornellU"
"367",367,"ACTBLUE","PROFESSOR","CornellU"
"368",368,"ACTBLUE","LIBRARIAN","CornellU"
"369",369,"ACTBLUE","PROFESSOR","CornellU"
"370",370,"MAX DELLA PIA FOR CONGRESS","RETIRED","CornellU"
"371",371,"ACTBLUE","PROFESSOR","CornellU"
"372",372,"ACTBLUE","PROFESSOR","AdelphiU"
"373",373,"ACTBLUE","MENTAL HEALTH COUNSELOR","CornellU"
"374",374,"ACTBLUE","ARCHIVIST","HamiltonC"
"375",375,"ACTBLUE","PROFESSOR","CornellU"
"376",376,"ACTBLUE","PROFESSOR","CornellU"
"377",377,"ACTBLUE","PROFESSOT","CornellU"
"378",378,"ACTBLUE","PHYSICIAN","CornellU"
"379",379,"ACTBLUE","LIBRARY ASSISTANT","CornellU"
"380",380,"ACTBLUE","VETERINARIAN","CornellU"
"381",381,"ACTBLUE","PROFESSOR","CornellU"
"382",382,"ACTBLUE","LAW PROFESSOR","CornellU"
"383",383,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"384",384,"ACTBLUE","TECHNICIAN","CornellU"
"385",385,"ACTBLUE","STUDENT","CornellU"
"386",386,"ACTBLUE","PROFESSOR","CornellU"
"387",387,"ACTBLUE","PHYSICIAN","CornellU"
"388",388,"ACTBLUE","PHYSICIAN","CornellU"
"389",389,"ACTBLUE","PHYSICIAN","CornellU"
"390",390,"ACTBLUE","PHYSICIAN","CornellU"
"391",391,"ACTBLUE","PHYSICIAN","CornellU"
"392",392,"ACTBLUE","PROFESSOR","CornellU"
"393",393,"ACTBLUE","PROFESSOR","CornellU"
"394",394,"PAUL SPENCER FOR CONGRESS","STUDENT","CornellU"
"395",395,"ACTBLUE","EDUCATOR","CornellU"
"396",396,"ACTBLUE","STUDENT","HamiltonC"
"397",397,"ACTBLUE","SOFTWARE ENGINEER","CornellU"
"398",398,"ACTBLUE","STUDENT","HamiltonC"
"399",399,"ACTBLUE","STUDENT","HamiltonC"
"400",400,"ACTBLUE","ENROLLMENT MANAGEMENT","RPI"
"401",401,"ACTBLUE","TEACHER AND SCHOLAR","CornellU"
"402",402,"ACTBLUE","RESEARCH ASSOCIATE","CornellU"
"403",403,"ACTBLUE","PROFESSOR","CornellU"
"404",404,"ACTBLUE","COLLEGE PROFESSOR","MolloyC"
"405",405,"ACTBLUE","PROFESSOR","CornellU"
"406",406,"ACTBLUE","PROFESSOR","CornellU"
"407",407,"ACTBLUE","LIBRARIAN","CornellU"
"408",408,"ACTBLUE","ASSISTANT PROFESSOR","HamiltonC"
"409",409,"ACTBLUE","PROFESSOR","CornellU"
"410",410,"ACTBLUE","PROFESSOR","CornellU"
"411",411,"ACTBLUE","PROFESSOR","HamiltonC"
"412",412,"ACTBLUE","PROFESSOR","CornellU"
"413",413,"ACTBLUE","PROFESSOR","CornellU"
"414",414,"ACTBLUE","ASSISTANT PROFESSOR","HamiltonC"
"415",415,"ACTBLUE","HUMAN RESOURCES","RPI"
"416",416,"ACTBLUE","EXECUTIVE DIRECTOR","CornellU"
"417",417,"ACTBLUE","LIBRARIAN","CornellU"
"418",418,"ACTBLUE","SCIENTIST","CornellU"
"419",419,"ACTBLUE","PROFESSOR","CornellU"
"420",420,"ACTBLUE","STUDENT","HamiltonC"
"421",421,"ACTBLUE","STUDENT","HamiltonC"
"422",422,"ACTBLUE","STUDENT","HamiltonC"
"423",423,"ACTBLUE","POST-POCTORAL RESEARCHER","CornellU"
"424",424,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"425",425,"ACTBLUE","UNIVERSITY ADMINISTRATOR","CornellU"
"426",426,"ACTBLUE","COLLEGE PROFESSOR","SUNYGeneseo"
"427",427,"ACTBLUE","COLLEGE PROFESSOR","SUNYGeneseo"
"428",428,"ACTBLUE","PROFESSOR","CornellU"
"429",429,"ACTBLUE","STUDENT","HamiltonC"
"430",430,"ACTBLUE","STUDENT","HamiltonC"
"431",431,"ACTBLUE","EXTENSION","CornellU"
"432",432,"ACTBLUE","EXTENSION","CornellU"
"433",433,"ACTBLUE","EXTENSION","CornellU"
"434",434,"ACTBLUE","IT MANAGEMENT","CornellU"
"435",435,"ACTBLUE","POSTDOC","CornellU"
