"","X1","committee_name","contributor_occupation","college"
"1",1,"ACTBLUE","WRITING TUTOR","TTechU"
"2",2,"ACTBLUE","WRITING TUTOR","TTechU"
"3",3,"ACTBLUE","PROFESSOR","BaylorU"
"4",4,"ACTBLUE","PROFESSOR","SMethodistU"
"5",5,"ACTBLUE","WRITING TUTOR","TTechU"
"6",6,"ACTBLUE","WRITING TUTOR","TTechU"
"7",7,"ACTBLUE","WRITING TUTOR","TTechU"
"8",8,"ACTBLUE","WRITING TUTOR","TTechU"
"9",9,"ACTBLUE","WRITING TUTOR","TTechU"
"10",10,"ACTBLUE","WRITING TUTOR","TTechU"
"11",11,"ACTBLUE","STUDENT","SMethodistU"
"12",12,"ACTBLUE","WRITING TUTOR","TTechU"
"13",13,"ACTBLUE","WRITING TUTOR","TTechU"
"14",14,"ACTBLUE","STAFF MEMBER","BaylorU"
"15",15,"EMILY'S LIST","PROFESSOR","TTechU"
"16",16,"ACTBLUE","PROFESSOR","BaylorU"
"17",17,"ACTBLUE","WRITING TUTOR","TTechU"
"18",18,"ACTBLUE","WRITING TUTOR","TTechU"
"19",19,"ACTBLUE","WRITING TUTOR","TTechU"
"20",20,"ACTBLUE","COLLEGE PROFESSOR","BaylorU"
"21",21,"ACTBLUE","PROFESSOR","BaylorU"
"22",22,"ACTBLUE","TEACHER","BaylorU"
"23",23,"ACTBLUE","PROFESSOR","SMethodistU"
"24",24,"ACTBLUE","PROFESSOR","BaylorU"
"25",25,"ACTBLUE","LAW PROFESSOR","SMethodistU"
"26",26,"ACTBLUE","LAW PROFESSOR","SMethodistU"
"27",27,"ACTBLUE","FULL-TIME STUDENT","BaylorU"
"28",28,"ACTBLUE","THEATRE PROFESSIR","BaylorU"
"29",29,"ACTBLUE","STUDENT","LamarU"
"30",30,"ACTBLUE","TEACHER","BaylorU"
"31",31,"ACTBLUE","ASSIST PROF","LamarU"
"32",32,"ACTBLUE","STUDENT","TTechU"
"33",33,"ACTBLUE","TEACHER","SMethodistU"
"34",34,"ACTBLUE","LAW PROFESSOR","SMethodistU"
"35",35,"ACTBLUE","RN","BaylorU"
"36",36,"ACTBLUE","TECHNICIAN","TTechU"
"37",37,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"38",38,"ACTBLUE","STUDENT ASSISTANT","LamarU"
"39",39,"ACTBLUE","ADMINISTRATOR","LamarU"
"40",40,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"41",41,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"42",42,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"43",43,"ACTBLUE","PROFESSOR","BaylorU"
"44",44,"ACTBLUE","DONOR RELATIONS OFFICER","TrinityU"
"45",45,"ACTBLUE","PROFESSOR","TrinityU"
"46",46,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"47",47,"FRIENDS OF ANDREW YANG","TEACHER","SMethodistU"
"48",48,"ACTBLUE","FACULTY","TrinityU"
"49",49,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"50",50,"ACTBLUE","PROFESSOR","SMethodistU"
"51",51,"ACTBLUE","PROFESSOR","LamarU"
"52",52,"ACTBLUE","PROFESSOR","SMethodistU"
"53",53,"ACTBLUE","PROFESSOR","SMethodistU"
"54",54,"ACTBLUE","PROFESSOR","SMethodistU"
"55",55,"ACTBLUE","PROFESSOR","SMethodistU"
"56",56,"ACTBLUE","PROFESSOR","SMethodistU"
"57",57,"SWING LEFT","LEGAL ASSISTANT","SMethodistU"
"58",58,"ACTBLUE","PROFESSOR OF WELLNESS","SMethodistU"
"59",59,"SWING LEFT","PROFESSOR","SMethodistU"
"60",60,"ACTBLUE","PROFESSOR","TrinityU"
"61",61,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"62",62,"ACTBLUE","INTERN","BaylorU"
"63",63,"ACTBLUE","PROFESSOR","UTElPaso"
"64",64,"ACTBLUE","STUDENT","TTechU"
"65",65,"ACTBLUE","INSTRUCTOR","LamarU"
"66",66,"ACTBLUE","ACADEMIC ADVISOR","TTechU"
"67",67,"ACTBLUE","COLLEGE ADMINISTRATION","SMethodistU"
"68",68,"ACTBLUE","PROFESSOR","TTechU"
"69",69,"ACTBLUE","LECTURER","UTElPaso"
"70",70,"ACTBLUE","UNIVERSITY PROFESSOR","TrinityU"
"71",71,"ACTBLUE","UNIVERSITY PROFESSOR","TrinityU"
"72",72,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"73",73,"END CITIZENS UNITED","PROFESSOR","SMethodistU"
"74",74,"ACTBLUE","UNIVERSITY PROFESSOR","TTechU"
"75",75,"ACTBLUE","TREASURER","TTechU"
"76",76,"END CITIZENS UNITED","PROFESSOR OF CHEMISTRY","BaylorU"
"77",77,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"78",78,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"79",79,"END CITIZENS UNITED","PROFESSOR","SMethodistU"
"80",80,"ACTBLUE","LIBRARIAN","UTElPaso"
"81",81,"DNC SERVICES CORP./DEM. NAT'L COMMITTEE","PROFESSOR","LamarU"
"82",82,"ACTBLUE","GRADUATE STUDENT","TTechU"
"83",83,"ACTBLUE","PROFESSOR OF WELLNESS","SMethodistU"
"84",84,"ACTBLUE","ASSISTANT PROFESSOR","TrinityU"
"85",85,"ACTBLUE","LIBRARIAN","UTElPaso"
"86",86,"ACTBLUE","STUDENT","LamarU"
"87",87,"ACTBLUE","PROFESSOR","TrinityU"
"88",88,"ACTBLUE","PROFESSOR","TrinityU"
"89",89,"ACTBLUE","PROFESSOR","UTElPaso"
"90",90,"ACTBLUE","GRADUATE STUDENT","TTechU"
"91",91,"ACTBLUE","ACCOUNTS PAYABLE MANAGER","TrinityU"
"92",92,"ACTBLUE","PROFESSOR","SMethodistU"
"93",93,"ACTBLUE","STUDENT","BaylorU"
"94",94,"ACTBLUE","PROFESSOR","TrinityU"
"95",95,"ACTBLUE","PROFESSOR","SMethodistU"
"96",96,"ACTBLUE","PROFESSOR","SMethodistU"
"97",97,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"98",98,"ACTBLUE","ASSISTANT PROFESSOR","TrinityU"
"99",99,"ACTBLUE","MANAGER","TTechU"
"100",100,"ACTBLUE","EDUCATION","BaylorU"
"101",101,"ACTBLUE","GRAD STUDENT","TTechU"
"102",102,"ACTBLUE","GRAD STUDENT","TTechU"
"103",103,"ACTBLUE","PROGRAM DIRECTOR","BaylorU"
"104",104,"ACTBLUE","TEACHER","TrinityU"
"105",105,"ACTBLUE","PROFESSOR","LamarU"
"106",106,"ACTBLUE","LIBRARIAN","SMethodistU"
"107",107,"ACTBLUE","DONOR RELATIONS OFFICER","TrinityU"
"108",108,"ACTBLUE","STUDENT","TTechU"
"109",109,"ACTBLUE","ACCOUNTANT","UTElPaso"
"110",110,"ACTBLUE","PROFESSOR","SMethodistU"
"111",111,"ACTBLUE","HEALTH EDUCATOR","BaylorU"
"112",112,"ACTBLUE","PROFESSOR","SMethodistU"
"113",113,"ACTBLUE","LIBRARIAN","BaylorU"
"114",114,"ACTBLUE","LIBRARIAN","BaylorU"
"115",115,"ACTBLUE","ASSOCIATE HEAD WOMEN'S BASKETBALL COAC","LamarU"
"116",116,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"117",117,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"118",118,"ACTBLUE","RN","BaylorU"
"119",119,"ACTBLUE","PROFESSOR","SMethodistU"
"120",120,"ACTBLUE","PROFESSOR","TTechU"
"121",121,"ACTBLUE","PROFESSOR","TTechU"
"122",122,"ACTBLUE","UNIVERSITY PROFESSOR","TTechU"
"123",123,"ACTBLUE","RECRUITER","TTechU"
"124",124,"ACTBLUE","MANAGER","TTechU"
"125",125,"ACTBLUE","LIBRARIAN","BaylorU"
"126",126,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"127",127,"ACTBLUE","PROFESSOR","TWomansU"
"128",128,"ACTBLUE","UNIVERSITY PROFESSOR","TrinityU"
"129",129,"ACTBLUE","STUDENT","TTechU"
"130",130,"ACTBLUE","COLLEGE PROFESSOR","TWomansU"
"131",131,"ACTBLUE","PROFESSOR","TWomansU"
"132",132,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"133",133,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"134",134,"ACTBLUE","ASSISTANT PROFESSOR","TrinityU"
"135",135,"ACTBLUE","STUDENT","TTechU"
"136",136,"ACTBLUE","STUDENT","SMethodistU"
"137",137,"ACTBLUE","ARCHITECT","TTechU"
"138",138,"ACTBLUE","PROFESSOR","SMethodistU"
"139",139,"ACTBLUE","CAREER DEVELOPMENT MANAGER","UTElPaso"
"140",140,"ACTBLUE","UNIT MANAGER","TTechU"
"141",141,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"142",142,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"143",143,"ACTBLUE","NON-PROFIT","BaylorU"
"144",144,"ACTBLUE","ADMISSIONS ADVISOR","TTechU"
"145",145,"ACTBLUE","PROFESSOR","BaylorU"
"146",146,"ACTBLUE","PROFESSOR","TTechU"
"147",147,"ACTBLUE","PROFESSOR","TrinityU"
"148",148,"ACTBLUE","PROFESSOR","SMethodistU"
"149",149,"ROSEN FOR NEVADA","PROFESSOR","TTechU"
"150",150,"ACTBLUE","STUDENT","TrinityU"
"151",151,"ACTBLUE","PROFESSOR","BaylorU"
"152",152,"ACTBLUE","PROFESSOR","TrinityU"
"153",153,"ACTBLUE","PROFESSOR","SMethodistU"
"154",154,"ACTBLUE","PROFESSOR","SMethodistU"
"155",155,"ACTBLUE","PROFESSOR","SMethodistU"
"156",156,"ACTBLUE","PROFESSOR","SMethodistU"
"157",157,"ACTBLUE","PROFESSOR","SMethodistU"
"158",158,"ACTBLUE","CUSTODIAN","LamarU"
"159",159,"ACTBLUE","SENIOR TRANSFER ADVISOR","TTechU"
"160",160,"ACTBLUE","PROFESSOR","TTechU"
"161",161,"ACTBLUE","PROFESSOR","TTechU"
"162",162,"ACTBLUE","PROFESSOR","TTechU"
"163",163,"ACTBLUE","STUDENT","UTElPaso"
"164",164,"ACTBLUE","TEACHER","LamarU"
"165",165,"ACTBLUE","TREASURER","TTechU"
"166",166,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE (AOTPAC)","OCCUPATIONAL THERAPIST","TrinityU"
"167",167,"ACTBLUE","PSYCHOLOGIST","TrinityU"
"168",168,"ACTBLUE","MATHEMATICIAN","TTechU"
"169",169,"ACTBLUE","EMERITUS PROFESSOR","SMethodistU"
"170",170,"ACTBLUE","PROFESSOR","TTechU"
"171",171,"ACTBLUE","PROFESSOR","SMethodistU"
"172",172,"ACTBLUE","ASSOCIATE DIRECTOR OF SCHOLARSHIPS","BaylorU"
"173",173,"ACTBLUE","ASSOCIATE DIRECTOR OF SCHOLARSHIPS","BaylorU"
"174",174,"ACTBLUE","PROFESSOR","TTechU"
"175",175,"ACTBLUE","PROFESSOR","BaylorU"
"176",176,"ACTBLUE","ADJUNCT","BaylorU"
"177",177,"ACTBLUE","PROFESSOR","LamarU"
"178",178,"ACTBLUE","PROFESSOR","TTechU"
"179",179,"ACTBLUE","WRITING TUTOR","TTechU"
"180",180,"ACTBLUE","STUDENT AFFAIRS","BaylorU"
"181",181,"ACTBLUE","PROFESSOR","LamarU"
"182",182,"ACTBLUE","UNDERGRADUATE ASSISTANT PRESIDENT'S OF","UTElPaso"
"183",183,"ACTBLUE","NON-PROFIT","BaylorU"
"184",184,"ACTBLUE","PHD STUDENT","TTechU"
"185",185,"ACTBLUE","WRITING TUTOR","TTechU"
"186",186,"ACTBLUE","WRITING TUTOR","TTechU"
"187",187,"ACTBLUE","WRITING TUTOR","TTechU"
"188",188,"ACTBLUE","WRITER/EDITOR","SMethodistU"
"189",189,"ACTBLUE","LAW PROFESSOR","SMethodistU"
"190",190,"ACTBLUE","MATHEMATICIAN","TTechU"
"191",191,"ACTBLUE","MATHEMATICIAN","TTechU"
"192",192,"ACTBLUE","PROFESSOR","SMethodistU"
"193",193,"ACTBLUE","PROFESSOR","SMethodistU"
"194",194,"ACTBLUE","PHARMACIST","TTechU"
"195",195,"ACTBLUE","EXEC COMMUNICATIONS COORDINATOR","TTechU"
"196",196,"ACTBLUE","PROFESSOR","BaylorU"
"197",197,"ACTBLUE","PROFESSOR","BaylorU"
"198",198,"ACTBLUE","PROFESSOR","BaylorU"
"199",199,"ACTBLUE","PHD STUDENT","TTechU"
"200",200,"ACTBLUE","MANAGER","BaylorU"
"201",201,"ACTBLUE","ACADEMIC ADVISOR","TTechU"
"202",202,"ACTBLUE","PROFESSOR","SMethodistU"
"203",203,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"204",204,"ACTBLUE","SOCIAL MEDIA MANAGER","SMethodistU"
"205",205,"ACTBLUE","GRADUATE STUDENT","UTElPaso"
"206",206,"ACTBLUE","LECTURER","UTElPaso"
"207",207,"ACTBLUE","RN","BaylorU"
"208",208,"ACTBLUE","STUDENT ASSISTANT","BaylorU"
"209",209,"ACTBLUE","PROFESSOR OF LAW","TTechU"
"210",210,"ACTBLUE","PROFESSOR","BaylorU"
"211",211,"ACTBLUE","COLLEGE RECRUITER","TTechU"
"212",212,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"213",213,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"214",214,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"215",215,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"216",216,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"217",217,"DR MATT HEINZ FOR ARIZONA","PROFESSOR","TTechU"
"218",218,"ACTBLUE","PROFESSOR","TTechU"
"219",219,"ACTBLUE","PROFESSOR","TTechU"
"220",220,"ACTBLUE","LIBRARY SPECIALIST","SMethodistU"
"221",221,"ACTBLUE","LIBRARY SPECIALIST","SMethodistU"
"222",222,"ACTBLUE","PROFESSOR","TTechU"
"223",223,"ACTBLUE","PROFESSOR","TTechU"
"224",224,"ACTBLUE","CUSTODIAN","LamarU"
"225",225,"ACTBLUE","STUDENT","SMethodistU"
"226",226,"ACTBLUE","EDUCATION ADMINISTRATOR","TTechU"
"227",227,"ACTBLUE","SYSTEMS ADMIN","SMethodistU"
"228",228,"ACTBLUE","GRAPHIC DESIGNER","TTechU"
"229",229,"ACTBLUE","TECHNICIAN","TTechU"
"230",230,"ACTBLUE","PROGRAM DIRECTOR","BaylorU"
"231",231,"ACTBLUE","PROFESSOR","TTechU"
"232",232,"ACTBLUE","PUBLIC RELATIONS","TTechU"
"233",233,"ACTBLUE","LEGAL ASSISTANT","SMethodistU"
"234",234,"ACTBLUE","UNIVERSITY PROFESSOR","TTechU"
"235",235,"ACTBLUE","ENGINEER","TTechU"
"236",236,"ACTBLUE","PROFESSOR","TTechU"
"237",237,"ACTBLUE","UNIT COORDINATOR","TTechU"
"238",238,"ACTBLUE","PROFESSOR","TWomansU"
"239",239,"ACTBLUE","STUDENT SUPERVISOR","TTechU"
"240",240,"ACTBLUE","STUDENT","SMethodistU"
"241",241,"ACTBLUE","PROFESSOR","LamarU"
"242",242,"ACTBLUE","STUDENT","TTechU"
"243",243,"ACTBLUE","ATHLETIC COMMUNICATIONS","BaylorU"
"244",244,"ACTBLUE","PROFESSOR","SMethodistU"
"245",245,"ACTBLUE","ADMINISTRATOR","LamarU"
"246",246,"ACTBLUE","WEB PROGRAMMER","TTechU"
"247",247,"ACTBLUE","GRADUATE PART-TIME INSTRUCTOR","TTechU"
"248",248,"ACTBLUE","EDUCATOR","BaylorU"
"249",249,"ACTBLUE","ASSISTANT PROFESSOR","UTElPaso"
"250",250,"ACTBLUE","PROFESSOR","BaylorU"
"251",251,"ACTBLUE","RN NURSING FACULTY",NA
"252",252,"ACTBLUE","LIBRARIAN","BaylorU"
"253",253,"ACTBLUE","STUDENT","TTechU"
"254",254,"ACTBLUE","NON-PROFIT","BaylorU"
"255",255,"ACTBLUE","PROFESSOR","BaylorU"
"256",256,"ACTBLUE","STUDENT ASSISTANT","LamarU"
"257",257,"ACTBLUE","ADMINISTRATOR","LamarU"
"258",258,"ACTBLUE","PROFESSOR","SMethodistU"
"259",259,"ACTBLUE","PROFESSOR","SMethodistU"
"260",260,"ACTBLUE","PROFESSOR","SMethodistU"
"261",261,"ACTBLUE","PROFESSOR","SMethodistU"
"262",262,"ACTBLUE","STUDENT","TTechU"
"263",263,"ACTBLUE","STUDENT","BaylorU"
"264",264,"ACTBLUE","PROFESSOR","TTechU"
"265",265,"ACTBLUE","PROFESSOR","SMethodistU"
"266",266,"ACTBLUE","PROFESSOR","SMethodistU"
"267",267,"ACTBLUE","PROFESSOR","SMethodistU"
"268",268,"ACTBLUE","PROFESSOR","SMethodistU"
"269",269,"ACTBLUE","PROFESSOR","TTechU"
"270",270,"ACTBLUE","PROFESSOR OF WELLNESS","SMethodistU"
"271",271,"ACTBLUE","LIBRARIAN","TrinityU"
"272",272,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"273",273,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"274",274,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"275",275,"ACTBLUE","DEVELOPMENT OFFICER","TTechU"
"276",276,"ACTBLUE","NURSE","BaylorU"
"277",277,"ACTBLUE","PROFESSOR OF WELLNESS","SMethodistU"
"278",278,"ACTBLUE","ACADEMIC ADVISOR","TTechU"
"279",279,"ACTBLUE","PROFESSOR","TrinityU"
"280",280,"ACTBLUE","STUDENT","TrinityU"
"281",281,"ACTBLUE","DATA ANALYST","BaylorU"
"282",282,"ACTBLUE","DATA ANALYST","BaylorU"
"283",283,"ACTBLUE","ACCOUNTS PAYABLE MANAGER","TrinityU"
"284",284,"ACTBLUE","STUDENT WORKER","BaylorU"
"285",285,"ACTBLUE","COLLEGE PROFESSOR","SMethodistU"
"286",286,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"287",287,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"288",288,"ACTBLUE","GRADUATE STUDENT","TTechU"
"289",289,"ACTBLUE","STUDENT","SMethodistU"
"290",290,"ACTBLUE","ACADEMIC ADVISOR","UTElPaso"
"291",291,"ACTBLUE","PROFESSOR","TrinityU"
"292",292,"ACTBLUE","PROFESSOR","TTechU"
"293",293,"ACTBLUE","GRAPHIC DESIGNER","TTechU"
"294",294,"ACTBLUE","ARCHITECT","TTechU"
"295",295,"ACTBLUE","PROFESSOR","TTechU"
"296",296,"ACTBLUE","PROFESSOR","TTechU"
"297",297,"ACTBLUE","IT DIRECTOR","TTechU"
"298",298,"ACTBLUE","RESEARCH SCIENTIST","TTechU"
"299",299,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"300",300,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"301",301,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"302",302,"ACTBLUE","MANAGER","TTechU"
"303",303,"ACTBLUE","COLLEGE PROFESSOR","TrinityU"
"304",304,"ACTBLUE","COLLEGE PROFESSOR","SMethodistU"
"305",305,"ACTBLUE","DIRECTOR OF DEVELOPMENT","TTechU"
"306",306,"ACTBLUE","LEAD ACADEMIC ADVISOR","TTechU"
"307",307,"ACTBLUE","SR. REFERENCE ASSISTANT","TrinityU"
"308",308,"ACTBLUE","PROFESSOR","SMethodistU"
"309",309,"ACTBLUE","PROFESSOR","SMethodistU"
"310",310,"ACTBLUE","PROFESSOR","SMethodistU"
"311",311,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"312",312,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"313",313,"ACTBLUE","PROFESSOR","TTechU"
"314",314,"ACTBLUE","STUDENT","UTElPaso"
"315",315,"ACTBLUE","PROFESSOR","SMethodistU"
"316",316,"ACTBLUE","TEACHER","BaylorU"
"317",317,"ACTBLUE","PHARMACIST","TTechU"
"318",318,"ACTBLUE","RESEARCH & EVALUATION","SMethodistU"
"319",319,"ACTBLUE","PROFESSOR","UTElPaso"
"320",320,"ACTBLUE","HIGHER EDUCATION","TrinityU"
"321",321,"ACTBLUE","PROFESSOR","TTechU"
"322",322,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"323",323,"ACTBLUE","ASSISTANT PROFESSOR","TTechU"
"324",324,"ACTBLUE","LIBRARIAN","UTElPaso"
"325",325,"ACTBLUE","STUDENT","UTElPaso"
"326",326,"ACTBLUE","INTERN","BaylorU"
"327",327,"ACTBLUE","RESEARCH ASSISTANT","UTElPaso"
"328",328,"BRAND NEW CONGRESS","PROFESSOR","TTechU"
"329",329,"ACTBLUE","SOCIOLOGY PROFESSOR","BaylorU"
"330",330,"ACTBLUE","PROFESSOR","SMethodistU"
"331",331,"ACTBLUE","LIBRARIAN","SMethodistU"
"332",332,"ACTBLUE","REGISTERED NURSE - ASSISTANT PROFESSOR","TTechU"
"333",333,"ACTBLUE","EDUCATOR","LamarU"
"334",334,"ACTBLUE","PROFESSOR","TTechU"
"335",335,"ACTBLUE","ASSOCIATE DIRECTOR, GIFT PROCESSING","SMethodistU"
"336",336,"ACTBLUE","UNDERGRADUATE ASSISTANT","UTElPaso"
"337",337,"ACTBLUE","RECITAL HALL MANAGER","TTechU"
"338",338,"ACTBLUE","PROFESSOR","TTechU"
"339",339,"ACTBLUE","PROFESSOR","TTechU"
"340",340,"ACTBLUE","PROFESSOR","UTElPaso"
"341",341,"ACTBLUE","PROFESSOR","TrinityU"
"342",342,"ACTBLUE","LIBRARIAN","UTElPaso"
"343",343,"ACTBLUE","LIBRARY SPECIALIST","BaylorU"
"344",344,"ACTBLUE","ARTIST/EDUCATOR","TTechU"
"345",345,"ACTBLUE","ACCOUNTING","SMethodistU"
"346",346,"ACTBLUE","PROFESSOR","SMethodistU"
"347",347,"ACTBLUE","NON-PROFIT","BaylorU"
"348",348,"ACTBLUE","PROFESSOR","SMethodistU"
"349",349,"ACTBLUE","PROFESSOR","TTechU"
"350",350,"ACTBLUE","NURSE PRACTITIONER","TTechU"
"351",351,"ACTBLUE","ADMINISTRATOR","LamarU"
"352",352,"ACTBLUE","LAW PROFESSOR","SMethodistU"
"353",353,"ACTBLUE","PHD STUDENT","TTechU"
"354",354,"MIGUEL LEVARIO FOR CONGRESS","INSTRUCTOR","TTechU"
"355",355,"ACTBLUE","PROFESSOR","TrinityU"
"356",356,"MIGUEL LEVARIO FOR CONGRESS","PROFESSOR","TTechU"
"357",357,"ACTBLUE","VISITING INSTRUCTOR","TTechU"
"358",358,"ACTBLUE","STUDENT","UTElPaso"
"359",359,"BRAND NEW CONGRESS","PROFESSOR","TTechU"
"360",360,"ACTBLUE","REGISTERED NURSE","BaylorU"
"361",361,"ACTBLUE","LEAD ACADEMIC ADVISOR","TTechU"
"362",362,"ACTBLUE","COLLEGE ADMINISTRATION","SMethodistU"
"363",363,"ACTBLUE","PROFESSOR","TTechU"
"364",364,"ACTBLUE","ACADEMIC ADVISOR","SMethodistU"
"365",365,"ACTBLUE","TEACHER","TTechU"
"366",366,"ACTBLUE","PROFESSOR","TrinityU"
"367",367,"ACTBLUE","ASSOCIATE DIRECTOR, GIFT PROCESSING","SMethodistU"
"368",368,"ACTBLUE","LECTURER","UTElPaso"
"369",369,"ACTBLUE","LECTURER","UTElPaso"
"370",370,"ACTBLUE","LECTURER","UTElPaso"
"371",371,"ACTBLUE","UNIVERSITY PROFESSOR","UTElPaso"
"372",372,"ACTBLUE","ACCOUNTANT","TrinityU"
"373",373,"ACTBLUE","PROFESSOR","TrinityU"
"374",374,"ACTBLUE","ATHLETIC COMMUNICATIONS","BaylorU"
"375",375,"ACTBLUE","NON-PROFIT","BaylorU"
"376",376,"ACTBLUE","NON-PROFIT","BaylorU"
"377",377,"ACTBLUE","MATHEMATICS PROFESSOR","TTechU"
"378",378,"ACTBLUE","PROFESSOR","LamarU"
"379",379,"ACTBLUE","PROFESSOR","SMethodistU"
"380",380,"ACTBLUE","PROFESSOR","SMethodistU"
"381",381,"ACTBLUE","PROFESSOR","SMethodistU"
"382",382,"ACTBLUE","PROFESSOR","TTechU"
"383",383,"DR MATT HEINZ FOR ARIZONA","MEDICAL EDUCATOR","TTechU"
"384",384,"ACTBLUE","PROFESSOR","TTechU"
"385",385,"ACTBLUE","STUDENT","BaylorU"
"386",386,"ACTBLUE","LEGAL ASSISTANT","SMethodistU"
"387",387,"DR MATT HEINZ FOR ARIZONA","MEDICAL EDUCATOR","TTechU"
"388",388,"DR MATT HEINZ FOR ARIZONA","MEDICAL EDUCATOR","TTechU"
"389",389,"ACTBLUE","RESEARCHER","BaylorU"
"390",390,"ACTBLUE","PROFESSOR","DBaptistU"
"391",391,"ACTBLUE","REGISTERED NURSE - ASSISTANT PROFESSOR","TTechU"
"392",392,"ACTBLUE","COLLEGE PROFESSOR","UTElPaso"
"393",393,"ACTBLUE","ENGLISH & WOMEN'S STUDIES PROFESSOR","TTechU"
"394",394,"ACTBLUE","TEACHING ASSISTANT","TWomansU"
"395",395,"ACTBLUE","PROFESSOR","DBaptistU"
"396",396,"ACTBLUE","SURGEON","BaylorU"
"397",397,"ACTBLUE","PSYCHOLOGIST","TrinityU"
"398",398,"ACTBLUE","PROFESSOR","BaylorU"
"399",399,"ACTBLUE","GRADUATE STUDENT","TTechU"
"400",400,"ACTBLUE","REGISTERED NURSE - ASSISTANT PROFESSOR","TTechU"
"401",401,"ACTBLUE","PROFESSOR","TTechU"
"402",402,"ACTBLUE","PROFESSOR","UTElPaso"
"403",403,"ACTBLUE","STUDENT","SMethodistU"
"404",404,"ACTBLUE","PROFESSOR","TrinityU"
"405",405,"ACTBLUE","INFORMATION ANALYST","BaylorU"
"406",406,"ACTBLUE","PROFESSOR","SMethodistU"
"407",407,"ACTBLUE","STUDENT","BaylorU"
"408",408,"ACTBLUE","PROFESSOR","TTechU"
"409",409,"ACTBLUE","ASSISTANT DIRECTOR OF PAYROLL","UTElPaso"
"410",410,"ACTBLUE","PROFESSOR","TTechU"
"411",411,"ACTBLUE","PROFESSOR","DBaptistU"
"412",412,"ACTBLUE","APPLICATION SPECIALIST","UTElPaso"
"413",413,"ACTBLUE","PROFESSOR","TTechU"
"414",414,"ACTBLUE","STUDENT","TTechU"
"415",415,"ACTBLUE","RN NURSING FACULTY",NA
"416",416,"ACTBLUE","RN NURSING FACULTY",NA
"417",417,"ACTBLUE","REGISTERED NURSE","BaylorU"
"418",418,"MIGUEL LEVARIO FOR CONGRESS","PROFESSOR","TTechU"
"419",419,"ACTBLUE","ASSISTANT PROFESSOR","SMethodistU"
"420",420,"ACTBLUE","ADMINISTRATIVE ASSISTANT","SMethodistU"
"421",421,"ACTBLUE","PROFESSOR","UTElPaso"
"422",422,"ACTBLUE","PROFESSOR","TTechU"
"423",423,"ACTBLUE","EDUCATION","TTechU"
"424",424,"ACTBLUE","PROFESSOR","BaylorU"
"425",425,"ACTBLUE","STUDENT","TTechU"
"426",426,"ACTBLUE","PROFESSOR","BaylorU"
"427",427,"ACTBLUE","PSYCHOLOGIST","TrinityU"
"428",428,"ACTBLUE","SOFTWARE DEVELOPER","TTechU"
"429",429,"ACTBLUE","PROFFESSOR","TTechU"
"430",430,"ACTBLUE","PROGRAMMER ANALYST","TTechU"
"431",431,"ACTBLUE","PROGRAMMER ANALYST","TTechU"
"432",432,"ACTBLUE","PROFESSOR","SMethodistU"
"433",433,"ACTBLUE","PROFESSOR","TTechU"
"434",434,"ACTBLUE","PROGRAM COORDINATOR","TTechU"
"435",435,"ACTBLUE","ACCOUNTING","SMethodistU"
"436",436,"ACTBLUE","PROFESSOR","TrinityU"
