"","X1","committee_name","contributor_occupation","college"
"19307",19307,"ACTBLUE","TEACHER","KenyonC"
"19308",19308,"ACTBLUE","SECRETARY","BowlingGreenU"
"19309",19309,"ACTBLUE","ACADEMIC","OhioStateU"
"19310",19310,"ACTBLUE","DESIGN ENGINEER","OhioStateU"
"19311",19311,"ACTBLUE","STUDENT","OhioStateU"
"19312",19312,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19313",19313,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19314",19314,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19315",19315,"ACTBLUE","EDUCATION ABROAD SPECIALIST","UToledo"
"19316",19316,"ACTBLUE","PHYSICIAN","OhioStateU"
"19317",19317,"ACTBLUE","TEACHER","OhioStateU"
"19318",19318,"ACTBLUE","STUDENT","OhioStateU"
"19319",19319,"ACTBLUE","HEALTH CARE","UToledo"
"19320",19320,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19321",19321,"ACTBLUE","ADMINISTRATIVE ASSOCIATE","OhioStateU"
"19322",19322,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19323",19323,"ACTBLUE","INFORMATION TECHNOLOGY","OhioStateU"
"19324",19324,"ACTBLUE","LIBRARY CIRCULATION SUPERVISOR","OberlinC"
"19325",19325,"ACTBLUE","PHYSICIAN","UToledo"
"19326",19326,"ACTBLUE","PROFESSOR","OhioStateU"
"19327",19327,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19328",19328,"ACTBLUE","SAFETY OFFICER","OhioStateU"
"19329",19329,"ACTBLUE","BIOSTATISTICIAN","OhioStateU"
"19330",19330,"ACTBLUE","STUDENT","OhioStateU"
"19331",19331,"ACTBLUE","TEACHER","BowlingGreenU"
"19332",19332,"ACTBLUE","TEACHER","OhioStateU"
"19333",19333,"ACTBLUE","PHYSICIST","OhioStateU"
"19334",19334,"ACTBLUE","STUDENT","OhioStateU"
"19335",19335,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19336",19336,"ACTBLUE","EDUCATIONAL TECHNOLOGIST","OhioStateU"
"19337",19337,"ACTBLUE","PROFESSOR","OWesleyanU"
"19338",19338,"ACTBLUE","PROFESSOR","OWesleyanU"
"19339",19339,"ACTBLUE","CATALOGER","OhioStateU"
"19340",19340,"ACTBLUE","ADMINISTRATIVE","OhioStateU"
"19341",19341,"ACTBLUE","PROFESSOR","OhioStateU"
"19342",19342,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19343",19343,"ACTBLUE","PROFESSOR",NA
"19344",19344,"ACTBLUE","PROFESSOR","OhioStateU"
"19345",19345,"ACTBLUE","GRANTS & CONTRACTS SPECIALIST","OhioStateU"
"19346",19346,"ACTBLUE","GRANTS & CONTRACTS SPECIALIST","OhioStateU"
"19347",19347,"ACTBLUE","UNIVERSITY ADMINISTRATOR","BowlingGreenU"
"19348",19348,"ACTBLUE","PROFESSOR","OhioStateU"
"19349",19349,"ACTBLUE","COLLEGE INSTRUCTOR","UToledo"
"19350",19350,"ACTBLUE","COLLEGE INSTRUCTOR","UToledo"
"19351",19351,"ACTBLUE","PROFESSOR","OhioStateU"
"19352",19352,"ACTBLUE","COMPUTER SYSTEMS ENGINEER","OhioStateU"
"19353",19353,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19354",19354,"ACTBLUE","TEACHER","OhioStateU"
"19355",19355,"ACTBLUE","EDUCATOR","OhioStateU"
"19356",19356,"ACTBLUE","MANGER PATIENT ACOUNTS","OhioStateU"
"19357",19357,"ACTBLUE","ADMINISTRATOR","UMountUnion"
"19358",19358,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19359",19359,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19360",19360,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19361",19361,"ACTBLUE","UNIVERSITY CHAPLAIN","OWesleyanU"
"19362",19362,"ACTBLUE","SENIOR LECTURER","OhioStateU"
"19363",19363,"ACTBLUE","PROFESSOR","KenyonC"
"19364",19364,"ACTBLUE","STUDENT","OhioStateU"
"19365",19365,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19366",19366,"ACTBLUE","ATTORNEY","OhioStateU"
"19367",19367,"ACTBLUE","ARCHIVIST","BowlingGreenU"
"19368",19368,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19369",19369,"ACTBLUE","ENVIRONMENTAL COMPLIANCE","OhioStateU"
"19370",19370,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"19371",19371,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"19372",19372,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"19373",19373,"ACTBLUE","EDUCATOR","OWesleyanU"
"19374",19374,"ACTBLUE","OMBUDSPERSON","OberlinC"
"19375",19375,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19376",19376,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19377",19377,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19378",19378,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19379",19379,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19380",19380,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19381",19381,"ACTBLUE","FACULTY","OberlinC"
"19382",19382,"ACTBLUE","FACULTY","OberlinC"
"19383",19383,"ACTBLUE","PROFESSOR","OhioStateU"
"19384",19384,"ACTBLUE","PROFESSOR","OhioStateU"
"19385",19385,"ACTBLUE","PROFESSOR","OhioStateU"
"19386",19386,"ACTBLUE","PROFESSOR","UToledo"
"19387",19387,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19388",19388,"ACTBLUE","LECTURER",NA
"19389",19389,"ACTBLUE","ASSISTANT PROFESSOR","OWesleyanU"
"19390",19390,"ACTBLUE","PROFESSOR","OberlinC"
"19391",19391,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"19392",19392,"ACTBLUE","STUDENT","OberlinC"
"19393",19393,"ACTBLUE","PROFESSOR","OhioStateU"
"19394",19394,"ACTBLUE","PROFESSOR","OhioStateU"
"19395",19395,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19396",19396,"ACTBLUE","PROFESSOR","UToledo"
"19397",19397,"ACTBLUE","PROFESSOR","UToledo"
"19398",19398,"ACTBLUE","SCIENTIST-RETIRED PROF. EMERITA","UToledo"
"19399",19399,"ACTBLUE","PROFESSOR","BowlingGreenU"
"19400",19400,"ACTBLUE","HEALTH CARE","UToledo"
"19401",19401,"ACTBLUE","PROFESSOR","BowlingGreenU"
"19402",19402,"ACTBLUE","PROFESSOR","OhioStateU"
"19403",19403,"ACTBLUE","PROFESSOR","OhioStateU"
"19404",19404,"ACTBLUE","RESEARCH ADMINISTRATOR","OhioStateU"
"19405",19405,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19406",19406,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19407",19407,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19408",19408,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19409",19409,"ACTBLUE","IT SUPERVISOR","OhioStateU"
"19410",19410,"ACTBLUE","PROGRAMMER","OhioStateU"
"19411",19411,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19412",19412,"ACTBLUE","SECRETARY","OhioStateU"
"19413",19413,"ACTBLUE","SECRETARY","OhioStateU"
"19414",19414,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19415",19415,"ACTBLUE","GRAD STUDENT","OhioStateU"
"19416",19416,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"19417",19417,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19418",19418,"ACTBLUE","PROFESSOR","OberlinC"
"19419",19419,"ACTBLUE","SECRETARY","OhioStateU"
"19420",19420,"ACTBLUE","SECRETARY","OhioStateU"
"19421",19421,"ACTBLUE","SECRETARY","OhioStateU"
"19422",19422,"ACTBLUE","SECRETARY","OhioStateU"
"19423",19423,"ACTBLUE","TEACHER","OhioStateU"
"19424",19424,"ACTBLUE","PROFESSOR","OhioStateU"
"19425",19425,"ACTBLUE","RESEARCHER","OhioStateU"
"19426",19426,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19427",19427,"ACTBLUE","STUDENT","OhioStateU"
"19428",19428,"ACTBLUE","TEACHER","OhioStateU"
"19429",19429,"ACTBLUE","PROFESSOR","OhioStateU"
"19430",19430,"ACTBLUE","SECRETARY","OhioStateU"
"19431",19431,"ACTBLUE","SECRETARY","OhioStateU"
"19432",19432,"ACTBLUE","PROFESSOR","OhioStateU"
"19433",19433,"ACTBLUE","GRADUATE FELLOW","OhioStateU"
"19434",19434,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"19435",19435,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"19436",19436,"ACTBLUE","PROFESSOR","OberlinC"
"19437",19437,"ACTBLUE","PROFESSOR","OberlinC"
"19438",19438,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19439",19439,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19440",19440,"ACTBLUE","ADMINISTRATOR","OhioStateU"
"19441",19441,"ACTBLUE","ADMINISTRATOR","OhioStateU"
"19442",19442,"ACTBLUE","INSTRUCTOR","OhioStateU"
"19443",19443,"ACTBLUE","PROFESSOR","OhioStateU"
"19444",19444,"ACTBLUE","RESEARCHER","OberlinC"
"19445",19445,"ACTBLUE","PROGRAM ASSISTANT","OhioStateU"
"19446",19446,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"19447",19447,"ACTBLUE","PROGRAM ASSISTANT","OhioStateU"
"19448",19448,"ACTBLUE","PROFESSOR","OhioStateU"
"19449",19449,"ACTBLUE","PROFESSOR","OhioStateU"
"19450",19450,"ACTBLUE","PROFESSOR","UToledo"
"19451",19451,"ACTBLUE","PROFESSOR","OhioStateU"
"19452",19452,"ACTBLUE","GRADUATE COORDINATOR","OhioStateU"
"19453",19453,"ACTBLUE","SCIENTIST/PROFESSOR","OhioStateU"
"19454",19454,"ACTBLUE","SCIENTIST/PROFESSOR","OhioStateU"
"19455",19455,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19456",19456,"ACTBLUE","MR","OhioStateU"
"19457",19457,"ACTBLUE","PROFESSOR","OhioStateU"
"19458",19458,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19459",19459,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19460",19460,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19461",19461,"ACTBLUE","PHYSICIAN","UToledo"
"19462",19462,"ACTBLUE","PROJECT COORDINATOR","KenyonC"
"19463",19463,"ACTBLUE","TEACHER","BowlingGreenU"
"19464",19464,"ACTBLUE","PHYSICIAN","OhioStateU"
"19465",19465,"ACTBLUE","STUDENT","OhioStateU"
"19466",19466,"ACTBLUE","GRADUATE ASSISTANT","UToledo"
"19467",19467,"ACTBLUE","DESIGN ENGINEER","OhioStateU"
"19468",19468,"ACTBLUE","PROFESSOR","OhioStateU"
"19469",19469,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19470",19470,"ACTBLUE","GRAPHIC DESIGN EDUCAR=TOR","BowlingGreenU"
"19471",19471,"ACTBLUE","ADMIN","OhioStateU"
"19472",19472,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19473",19473,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19474",19474,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19475",19475,"ACTBLUE","HEALTH CARE","UToledo"
"19476",19476,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19477",19477,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19478",19478,"ACTBLUE","ENVIRONMENTAL SUSTAINBILITY FELLOW","OberlinC"
"19479",19479,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"19480",19480,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19481",19481,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19482",19482,"ACTBLUE","RN","OhioStateU"
"19483",19483,"ACTBLUE","ASSISTANT PROFESSOR","OWesleyanU"
"19484",19484,"ACTBLUE","GRADUATE ASSISTANT","UToledo"
"19485",19485,"ACTBLUE","PROFESSOR","OWesleyanU"
"19486",19486,"ACTBLUE","PROFESSOR","UToledo"
"19487",19487,"ACTBLUE","PROFESSOR","UToledo"
"19488",19488,"ACTBLUE","PROFESSOR","UToledo"
"19489",19489,"ACTBLUE","GROUNDSKEEPER","OhioStateU"
"19490",19490,"ACTBLUE","TEACHER","BowlingGreenU"
"19491",19491,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19492",19492,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19493",19493,"ACTBLUE","ASSISTANT DEAN","OhioStateU"
"19494",19494,"ACTBLUE","PROFESSOR","OberlinC"
"19495",19495,"ACTBLUE","COMMUNICTIONS AND MARKETING COORDINAGO","OhioStateU"
"19496",19496,"ACTBLUE","WRITER","OhioStateU"
"19497",19497,"ACTBLUE","RESEARCHER","UToledo"
"19498",19498,"ACTBLUE","PROFESSOR","OberlinC"
"19499",19499,"ACTBLUE","PROFESSOR","OberlinC"
"19500",19500,"ACTBLUE","PROFESSOR","OberlinC"
"19501",19501,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19502",19502,"ACTBLUE","UNIVERSITY CHAPLAIN","OWesleyanU"
"19503",19503,"ACTBLUE","TUTORING COORDINATOR","OberlinC"
"19504",19504,"ACTBLUE","TUTORING COORDINATOR","OberlinC"
"19505",19505,"ACTBLUE","STUDENT","OhioStateU"
"19506",19506,"ACTBLUE","PROFESSOR","KenyonC"
"19507",19507,"ACTBLUE","STUDENT","OhioStateU"
"19508",19508,"ACTBLUE","PROFESSOR","OhioStateU"
"19509",19509,"ACTBLUE","FACULTY","OberlinC"
"19510",19510,"ACTBLUE","FACULTY","OberlinC"
"19511",19511,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19512",19512,"ACTBLUE","OMBUDSPERSON","OberlinC"
"19513",19513,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19514",19514,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19515",19515,"ACTBLUE","EXECUTIVE ASSISTANT","OhioStateU"
"19516",19516,"ACTBLUE","PHYSICIAN","OhioStateU"
"19517",19517,"ACTBLUE","PROFESSOR","OhioStateU"
"19518",19518,"ACTBLUE","PROFESSOR","OberlinC"
"19519",19519,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19520",19520,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19521",19521,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19522",19522,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19523",19523,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19524",19524,"ACTBLUE","MANGER PATIENT ACOUNTS","OhioStateU"
"19525",19525,"ACTBLUE","PROFESSOR","OhioStateU"
"19526",19526,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19527",19527,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19528",19528,"ACTBLUE","STUDENT","OhioStateU"
"19529",19529,"ACTBLUE","PROFESSOR","OhioStateU"
"19530",19530,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"19531",19531,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19532",19532,"ACTBLUE","INSTRUCTIONAL DESIGNER","OhioStateU"
"19533",19533,"ACTBLUE","PROFESSOR","OhioStateU"
"19534",19534,"ACTBLUE","PROFESSOR","OhioStateU"
"19535",19535,"ACTBLUE","PROFESSOR","OhioStateU"
"19536",19536,"ACTBLUE","PROFESSOR","OhioStateU"
"19537",19537,"ACTBLUE","CUSTOMER SERVICE","OhioStateU"
"19538",19538,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"19539",19539,"ACTBLUE","PROFESSOR","KenyonC"
"19540",19540,"ACTBLUE","DIRECTOR","OhioStateU"
"19541",19541,"ACTBLUE","PROFESSOR","OhioStateU"
"19542",19542,"ACTBLUE","GRADUATE ASSOCIATE","OhioStateU"
"19543",19543,"ACTBLUE","DIRECTOR OF VALUE BASED CARE","UToledo"
"19544",19544,"ACTBLUE","PROFESSOR","OhioStateU"
"19545",19545,"ACTBLUE","DESIGN ENGINEER","OhioStateU"
"19546",19546,"ACTBLUE","PROFESSOR","OhioStateU"
"19547",19547,"ACTBLUE","EDUCATOR","OhioStateU"
"19548",19548,"ACTBLUE","STUDENT","OhioStateU"
"19549",19549,"ACTBLUE","PHYSICIAN","OhioStateU"
"19550",19550,"ACTBLUE","IT MANGER","OhioStateU"
"19551",19551,"ACTBLUE","PROFESSOR","OhioStateU"
"19552",19552,"ACTBLUE","RN","OhioStateU"
"19553",19553,"ACTBLUE","GRAD STUDENT","OhioStateU"
"19554",19554,"ACTBLUE","COORDINATOR OF GALLERIES AND SECURITY","KenyonC"
"19555",19555,"ACTBLUE","COMMUNICATIONS STRATEGIST","OhioStateU"
"19556",19556,"ACTBLUE","SECRETARY","OhioStateU"
"19557",19557,"ACTBLUE","SECRETARY","OhioStateU"
"19558",19558,"ACTBLUE","SECRETARY","OhioStateU"
"19559",19559,"ACTBLUE","PSYCHOLOGIST","OhioStateU"
"19560",19560,"ACTBLUE","STUDENT","OberlinC"
"19561",19561,"ACTBLUE","PROFESSOR","OhioStateU"
"19562",19562,"ACTBLUE","PROFESSOR","OhioStateU"
"19563",19563,"ACTBLUE","PROFESSOR","OhioStateU"
"19564",19564,"ACTBLUE","RESEARCHER","OhioStateU"
"19565",19565,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"19566",19566,"ACTBLUE","PROFESSOR","OberlinC"
"19567",19567,"ACTBLUE","PROFESSOR","OhioStateU"
"19568",19568,"ACTBLUE","PROFESSOR","OhioStateU"
"19569",19569,"ACTBLUE","PROFESSOR","OhioStateU"
"19570",19570,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19571",19571,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"19572",19572,"ACTBLUE","PROFESSOR","OberlinC"
"19573",19573,"ACTBLUE","PROFESSOR","OberlinC"
"19574",19574,"ACTBLUE","MEDICAL TECHNOLOGIST","OhioStateU"
"19575",19575,"ACTBLUE","PROFESSOR","KenyonC"
"19576",19576,"ACTBLUE","ADMINISTRATOR","UMountUnion"
"19577",19577,"ACTBLUE","SOCIAL MEDIA PRODUCER","KenyonC"
"19578",19578,"ACTBLUE","PROFESSOR","OhioStateU"
"19579",19579,"ACTBLUE","PROFESSOR","UToledo"
"19580",19580,"ACTBLUE","TEACHER","UToledo"
"19581",19581,"ACTBLUE","MANGER PATIENT ACOUNTS","OhioStateU"
"19582",19582,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19583",19583,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19584",19584,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19585",19585,"ACTBLUE","ASSOCIATE PROFESSOR OF ENGINEERING","OhioStateU"
"19586",19586,"ACTBLUE","PROFESSOR","OhioStateU"
"19587",19587,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19588",19588,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19589",19589,"ACTBLUE","ADMIN","OhioStateU"
"19590",19590,"ACTBLUE","ENGLISH LECTURER","OhioStateU"
"19591",19591,"ACTBLUE","ASSISTANT PROFESSOR OF MEDICINE","UToledo"
"19592",19592,"ACTBLUE","PROFESSOR","OberlinC"
"19593",19593,"ACTBLUE","PROFESSOR","OberlinC"
"19594",19594,"ACTBLUE","FACULTY","OhioStateU"
"19595",19595,"ACTBLUE","PROFESSOR","OWesleyanU"
"19596",19596,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19597",19597,"ACTBLUE","SECRETARY","OhioStateU"
"19598",19598,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"19599",19599,"ACTBLUE","TESACHER","KenyonC"
"19600",19600,"ACTBLUE","TEACHER","OhioStateU"
"19601",19601,"ACTBLUE","PROFESSOR","OhioStateU"
"19602",19602,"ACTBLUE","EXECUTIVE ASSISTANT","OhioStateU"
"19603",19603,"ACTBLUE","PROGRAMMER","OhioStateU"
"19604",19604,"ACTBLUE","PHYSICIAN","OhioStateU"
"19605",19605,"ACTBLUE","PROFESSOR","OberlinC"
"19606",19606,"ACTBLUE","PROFESSOR","OhioStateU"
"19607",19607,"ACTBLUE","TEACHER","OhioStateU"
"19608",19608,"ACTBLUE","SECRETARY","OhioStateU"
"19609",19609,"ACTBLUE","PROFESSOR","KenyonC"
"19610",19610,"ACTBLUE","PROFESSOR","KenyonC"
"19611",19611,"ACTBLUE","PROFESSOR","OhioStateU"
"19612",19612,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"19613",19613,"ACTBLUE","PART-TIME ADMINISTRATOR","KenyonC"
"19614",19614,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19615",19615,"ACTBLUE","PROFESSOR","UToledo"
"19616",19616,"ACTBLUE","COMPUTER PROGRAMMER","OhioStateU"
"19617",19617,"ACTBLUE","PROFESSOR","OhioStateU"
"19618",19618,"ACTBLUE","PROFESSOR","KenyonC"
"19619",19619,"ACTBLUE","MENTAL HEALTH CLINICAL NURSE SPECIALIS","OhioStateU"
"19620",19620,"ACTBLUE","MENTAL HEALTH CLINICAL NURSE SPECIALIS","OhioStateU"
"19621",19621,"ACTBLUE","RESOURCE PLANNING ANALYST","OhioStateU"
"19622",19622,"ACTBLUE","RESOURCE PLANNING ANALYST","OhioStateU"
"19623",19623,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19624",19624,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19625",19625,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19626",19626,"ACTBLUE","PROFESSOR","UToledo"
"19627",19627,"ACTBLUE","PROGRAM MANAGER","OhioStateU"
"19628",19628,"ACTBLUE","PROGRAM MANAGER","OhioStateU"
"19629",19629,"ACTBLUE","PLAYWRIGHT/PROFESSOR","KenyonC"
"19630",19630,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"19631",19631,"ACTBLUE","SENIOR LECTURER","OhioStateU"
"19632",19632,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19633",19633,"ACTBLUE","PHARMACIST","OhioStateU"
"19634",19634,"ACTBLUE","HELP DESK MANAGER","OhioStateU"
"19635",19635,"ACTBLUE","PROFESSOR","OhioStateU"
"19636",19636,"ACTBLUE","PROFESSOR","OberlinC"
"19637",19637,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19638",19638,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19639",19639,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19640",19640,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19641",19641,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19642",19642,"ACTBLUE","PROFESSOR","OberlinC"
"19643",19643,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19644",19644,"ACTBLUE","PROFESSOR","UToledo"
"19645",19645,"ACTBLUE","PROFESSOR","OberlinC"
"19646",19646,"ACTBLUE","PROFESSOR","OberlinC"
"19647",19647,"ACTBLUE","PROFESSOR","OhioStateU"
"19648",19648,"ACTBLUE","SECRETARY","OhioStateU"
"19649",19649,"ACTBLUE","PROFESSOR","OberlinC"
"19650",19650,"ACTBLUE","PROFESSOR","OberlinC"
"19651",19651,"ACTBLUE","STUDENT","OhioStateU"
"19652",19652,"ACTBLUE","PHYSICIAN","OhioStateU"
"19653",19653,"ACTBLUE","ADMIN. ASSOC.","OhioStateU"
"19654",19654,"ACTBLUE","TEACHER","KenyonC"
"19655",19655,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"19656",19656,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"19657",19657,"ACTBLUE","ASSISTANT DEAN","OhioStateU"
"19658",19658,"ACTBLUE","PHD CANDIDATE","OhioStateU"
"19659",19659,"ACTBLUE","UNIVERSITY ADMINISTRATOR","KenyonC"
"19660",19660,"ACTBLUE","PROFESSOR","KenyonC"
"19661",19661,"ACTBLUE","TUTORING COORDINATOR","OberlinC"
"19662",19662,"ACTBLUE","PROFESSOR","UToledo"
"19663",19663,"ACTBLUE","RESIDENT ADVISOR","OhioStateU"
"19664",19664,"ACTBLUE","UNIVERSITY CHAPLAIN","OWesleyanU"
"19665",19665,"ACTBLUE","UNIVERSITY CHAPLAIN","OWesleyanU"
"19666",19666,"ACTBLUE","IT","UToledo"
"19667",19667,"ACTBLUE","PROFESSOR","OberlinC"
"19668",19668,"ACTBLUE","INSTRUCTOR","OhioStateU"
"19669",19669,"ACTBLUE","PROFESSOR","OhioStateU"
"19670",19670,"ACTBLUE","LIBRARY ASSISTNAT","OhioStateU"
"19671",19671,"ACTBLUE","LIBRARY ASSISTNAT","OhioStateU"
"19672",19672,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19673",19673,"ACTBLUE","PROGRAM ASSISTANT","OhioStateU"
"19674",19674,"ACTBLUE","ENGINEER","OhioStateU"
"19675",19675,"ACTBLUE","PROFESSOR","OhioStateU"
"19676",19676,"ACTBLUE","PROFESSOR","OhioStateU"
"19677",19677,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"19678",19678,"ACTBLUE","MANAGER","OhioStateU"
"19679",19679,"ACTBLUE","STUDENT","BowlingGreenU"
"19680",19680,"ACTBLUE","LIBRARY ASSISTNAT","OhioStateU"
"19681",19681,"ACTBLUE","PROFESSOR","OhioStateU"
"19682",19682,"ACTBLUE","PROFESSOR","OhioStateU"
"19683",19683,"ACTBLUE","PROFESSOR","OhioStateU"
"19684",19684,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"19685",19685,"ACTBLUE","PROFESSOR","OhioStateU"
"19686",19686,"ACTBLUE","PROFESSOR","OberlinC"
"19687",19687,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"19688",19688,"ACTBLUE","WRITING CONSULTANT/STUDENT","OhioStateU"
"19689",19689,"ACTBLUE","RN","OhioStateU"
"19690",19690,"ACTBLUE","PROFESSOR","OhioStateU"
"19691",19691,"ACTBLUE","PROGRAM MANAGERO","OhioStateU"
"19692",19692,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"19693",19693,"ACTBLUE","MENTAL HEALTH CLINICAL NURSE SPECIALIS","OhioStateU"
"19694",19694,"ACTBLUE","PROFESSOR","KenyonC"
"19695",19695,"ACTBLUE","PROFESSOR","OhioStateU"
"19696",19696,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"19697",19697,"ACTBLUE","ASSISTANT PROFESSOR","OhioStateU"
"19698",19698,"ACTBLUE","PROFESSOR","OhioStateU"
"19699",19699,"ACTBLUE","PROFESSOR","OberlinC"
"19700",19700,"ACTBLUE","PROFESSOR","OberlinC"
"19701",19701,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"19702",19702,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
