"","GEO_TTL","GEO_ID","state","county"
"1722","Perkins County, Nebraska","0500000US31135","31","135"
"1723","Phelps County, Nebraska","0500000US31137","31","137"
"1724","Pierce County, Nebraska","0500000US31139","31","139"
"1725","Platte County, Nebraska","0500000US31141","31","141"
"1726","Polk County, Nebraska","0500000US31143","31","143"
"1727","Red Willow County, Nebraska","0500000US31145","31","145"
"1728","Richardson County, Nebraska","0500000US31147","31","147"
"1729","Rock County, Nebraska","0500000US31149","31","149"
"1730","Saline County, Nebraska","0500000US31151","31","151"
"1731","Sarpy County, Nebraska","0500000US31153","31","153"
"1732","Saunders County, Nebraska","0500000US31155","31","155"
"1733","Scotts Bluff County, Nebraska","0500000US31157","31","157"
"1734","Seward County, Nebraska","0500000US31159","31","159"
"1735","Sheridan County, Nebraska","0500000US31161","31","161"
"1736","Sherman County, Nebraska","0500000US31163","31","163"
"1737","Sioux County, Nebraska","0500000US31165","31","165"
"1738","Stanton County, Nebraska","0500000US31167","31","167"
"1739","Thayer County, Nebraska","0500000US31169","31","169"
"1740","Thomas County, Nebraska","0500000US31171","31","171"
"1741","Thurston County, Nebraska","0500000US31173","31","173"
"1742","Valley County, Nebraska","0500000US31175","31","175"
"1743","Washington County, Nebraska","0500000US31177","31","177"
"1744","Wayne County, Nebraska","0500000US31179","31","179"
"1745","Webster County, Nebraska","0500000US31181","31","181"
"1746","Wheeler County, Nebraska","0500000US31183","31","183"
"1747","York County, Nebraska","0500000US31185","31","185"
"1748","Churchill County, Nevada","0500000US32001","32","001"
"1749","Clark County, Nevada","0500000US32003","32","003"
"1750","Douglas County, Nevada","0500000US32005","32","005"
"1751","Elko County, Nevada","0500000US32007","32","007"
"1752","Esmeralda County, Nevada","0500000US32009","32","009"
"1753","Eureka County, Nevada","0500000US32011","32","011"
"1754","Humboldt County, Nevada","0500000US32013","32","013"
"1755","Lander County, Nevada","0500000US32015","32","015"
"1756","Lincoln County, Nevada","0500000US32017","32","017"
"1757","Lyon County, Nevada","0500000US32019","32","019"
"1758","Mineral County, Nevada","0500000US32021","32","021"
"1759","Nye County, Nevada","0500000US32023","32","023"
"1760","Pershing County, Nevada","0500000US32027","32","027"
"1761","Storey County, Nevada","0500000US32029","32","029"
"1762","Washoe County, Nevada","0500000US32031","32","031"
"1763","White Pine County, Nevada","0500000US32033","32","033"
"1764","Carson City, Nevada","0500000US32510","32","510"
"1765","Belknap County, New Hampshire","0500000US33001","33","001"
"1766","Carroll County, New Hampshire","0500000US33003","33","003"
"1767","Cheshire County, New Hampshire","0500000US33005","33","005"
"1768","Coos County, New Hampshire","0500000US33007","33","007"
"1769","Grafton County, New Hampshire","0500000US33009","33","009"
"1770","Hillsborough County, New Hampshire","0500000US33011","33","011"
"1771","Merrimack County, New Hampshire","0500000US33013","33","013"
"1772","Rockingham County, New Hampshire","0500000US33015","33","015"
"1773","Strafford County, New Hampshire","0500000US33017","33","017"
"1774","Sullivan County, New Hampshire","0500000US33019","33","019"
"1775","Atlantic County, New Jersey","0500000US34001","34","001"
"1776","Bergen County, New Jersey","0500000US34003","34","003"
"1777","Burlington County, New Jersey","0500000US34005","34","005"
"1778","Camden County, New Jersey","0500000US34007","34","007"
"1779","Cape May County, New Jersey","0500000US34009","34","009"
"1780","Cumberland County, New Jersey","0500000US34011","34","011"
"1781","Essex County, New Jersey","0500000US34013","34","013"
"1782","Gloucester County, New Jersey","0500000US34015","34","015"
"1783","Hudson County, New Jersey","0500000US34017","34","017"
"1784","Hunterdon County, New Jersey","0500000US34019","34","019"
"1785","Mercer County, New Jersey","0500000US34021","34","021"
"1786","Middlesex County, New Jersey","0500000US34023","34","023"
"1787","Monmouth County, New Jersey","0500000US34025","34","025"
"1788","Morris County, New Jersey","0500000US34027","34","027"
"1789","Ocean County, New Jersey","0500000US34029","34","029"
"1790","Passaic County, New Jersey","0500000US34031","34","031"
"1791","Salem County, New Jersey","0500000US34033","34","033"
"1792","Somerset County, New Jersey","0500000US34035","34","035"
"1793","Sussex County, New Jersey","0500000US34037","34","037"
"1794","Union County, New Jersey","0500000US34039","34","039"
"1795","Warren County, New Jersey","0500000US34041","34","041"
"1796","Bernalillo County, New Mexico","0500000US35001","35","001"
"1797","Catron County, New Mexico","0500000US35003","35","003"
"1798","Chaves County, New Mexico","0500000US35005","35","005"
"1799","Cibola County, New Mexico","0500000US35006","35","006"
"1800","Colfax County, New Mexico","0500000US35007","35","007"
"1801","Curry County, New Mexico","0500000US35009","35","009"
"1802","De Baca County, New Mexico","0500000US35011","35","011"
"1803","Doña Ana County, New Mexico","0500000US35013","35","013"
"1804","Eddy County, New Mexico","0500000US35015","35","015"
"1805","Grant County, New Mexico","0500000US35017","35","017"
"1806","Guadalupe County, New Mexico","0500000US35019","35","019"
"1807","Harding County, New Mexico","0500000US35021","35","021"
"1808","Hidalgo County, New Mexico","0500000US35023","35","023"
"1809","Lea County, New Mexico","0500000US35025","35","025"
"1810","Lincoln County, New Mexico","0500000US35027","35","027"
"1811","Los Alamos County, New Mexico","0500000US35028","35","028"
"1812","Luna County, New Mexico","0500000US35029","35","029"
"1813","McKinley County, New Mexico","0500000US35031","35","031"
"1814","Mora County, New Mexico","0500000US35033","35","033"
"1815","Otero County, New Mexico","0500000US35035","35","035"
"1816","Quay County, New Mexico","0500000US35037","35","037"
"1817","Rio Arriba County, New Mexico","0500000US35039","35","039"
"1818","Roosevelt County, New Mexico","0500000US35041","35","041"
"1819","Sandoval County, New Mexico","0500000US35043","35","043"
"1820","San Juan County, New Mexico","0500000US35045","35","045"
"1821","San Miguel County, New Mexico","0500000US35047","35","047"
"1822","Santa Fe County, New Mexico","0500000US35049","35","049"
"1823","Sierra County, New Mexico","0500000US35051","35","051"
"1824","Socorro County, New Mexico","0500000US35053","35","053"
"1825","Taos County, New Mexico","0500000US35055","35","055"
"1826","Torrance County, New Mexico","0500000US35057","35","057"
"1827","Union County, New Mexico","0500000US35059","35","059"
"1828","Valencia County, New Mexico","0500000US35061","35","061"
"1829","Albany County, New York","0500000US36001","36","001"
"1830","Allegany County, New York","0500000US36003","36","003"
"1831","Bronx County, New York","0500000US36005","36","005"
"1832","Broome County, New York","0500000US36007","36","007"
"1833","Cattaraugus County, New York","0500000US36009","36","009"
"1834","Cayuga County, New York","0500000US36011","36","011"
"1835","Chautauqua County, New York","0500000US36013","36","013"
"1836","Chemung County, New York","0500000US36015","36","015"
"1837","Chenango County, New York","0500000US36017","36","017"
"1838","Clinton County, New York","0500000US36019","36","019"
"1839","Columbia County, New York","0500000US36021","36","021"
"1840","Cortland County, New York","0500000US36023","36","023"
"1841","Delaware County, New York","0500000US36025","36","025"
"1842","Dutchess County, New York","0500000US36027","36","027"
"1843","Erie County, New York","0500000US36029","36","029"
"1844","Essex County, New York","0500000US36031","36","031"
"1845","Franklin County, New York","0500000US36033","36","033"
"1846","Fulton County, New York","0500000US36035","36","035"
"1847","Genesee County, New York","0500000US36037","36","037"
"1848","Greene County, New York","0500000US36039","36","039"
"1849","Hamilton County, New York","0500000US36041","36","041"
"1850","Herkimer County, New York","0500000US36043","36","043"
"1851","Jefferson County, New York","0500000US36045","36","045"
"1852","Kings County, New York","0500000US36047","36","047"
"1853","Lewis County, New York","0500000US36049","36","049"
"1854","Livingston County, New York","0500000US36051","36","051"
"1855","Madison County, New York","0500000US36053","36","053"
"1856","Monroe County, New York","0500000US36055","36","055"
"1857","Montgomery County, New York","0500000US36057","36","057"
"1858","Nassau County, New York","0500000US36059","36","059"
"1859","New York County, New York","0500000US36061","36","061"
"1860","Niagara County, New York","0500000US36063","36","063"
"1861","Oneida County, New York","0500000US36065","36","065"
"1862","Onondaga County, New York","0500000US36067","36","067"
"1863","Ontario County, New York","0500000US36069","36","069"
"1864","Orange County, New York","0500000US36071","36","071"
"1865","Orleans County, New York","0500000US36073","36","073"
"1866","Oswego County, New York","0500000US36075","36","075"
"1867","Otsego County, New York","0500000US36077","36","077"
"1868","Putnam County, New York","0500000US36079","36","079"
"1869","Queens County, New York","0500000US36081","36","081"
"1870","Rensselaer County, New York","0500000US36083","36","083"
"1871","Richmond County, New York","0500000US36085","36","085"
"1872","Rockland County, New York","0500000US36087","36","087"
"1873","St. Lawrence County, New York","0500000US36089","36","089"
"1874","Saratoga County, New York","0500000US36091","36","091"
"1875","Schenectady County, New York","0500000US36093","36","093"
"1876","Schoharie County, New York","0500000US36095","36","095"
"1877","Schuyler County, New York","0500000US36097","36","097"
"1878","Seneca County, New York","0500000US36099","36","099"
"1879","Steuben County, New York","0500000US36101","36","101"
"1880","Suffolk County, New York","0500000US36103","36","103"
"1881","Sullivan County, New York","0500000US36105","36","105"
"1882","Tioga County, New York","0500000US36107","36","107"
"1883","Tompkins County, New York","0500000US36109","36","109"
"1884","Ulster County, New York","0500000US36111","36","111"
"1885","Warren County, New York","0500000US36113","36","113"
"1886","Washington County, New York","0500000US36115","36","115"
"1887","Wayne County, New York","0500000US36117","36","117"
"1888","Westchester County, New York","0500000US36119","36","119"
"1889","Wyoming County, New York","0500000US36121","36","121"
"1890","Yates County, New York","0500000US36123","36","123"
"1891","Alamance County, North Carolina","0500000US37001","37","001"
"1892","Alexander County, North Carolina","0500000US37003","37","003"
"1893","Alleghany County, North Carolina","0500000US37005","37","005"
"1894","Anson County, North Carolina","0500000US37007","37","007"
"1895","Ashe County, North Carolina","0500000US37009","37","009"
"1896","Avery County, North Carolina","0500000US37011","37","011"
"1897","Beaufort County, North Carolina","0500000US37013","37","013"
"1898","Bertie County, North Carolina","0500000US37015","37","015"
"1899","Bladen County, North Carolina","0500000US37017","37","017"
"1900","Brunswick County, North Carolina","0500000US37019","37","019"
"1901","Buncombe County, North Carolina","0500000US37021","37","021"
"1902","Burke County, North Carolina","0500000US37023","37","023"
"1903","Cabarrus County, North Carolina","0500000US37025","37","025"
"1904","Caldwell County, North Carolina","0500000US37027","37","027"
"1905","Camden County, North Carolina","0500000US37029","37","029"
"1906","Carteret County, North Carolina","0500000US37031","37","031"
"1907","Caswell County, North Carolina","0500000US37033","37","033"
"1908","Catawba County, North Carolina","0500000US37035","37","035"
"1909","Chatham County, North Carolina","0500000US37037","37","037"
"1910","Cherokee County, North Carolina","0500000US37039","37","039"
"1911","Chowan County, North Carolina","0500000US37041","37","041"
"1912","Clay County, North Carolina","0500000US37043","37","043"
"1913","Cleveland County, North Carolina","0500000US37045","37","045"
"1914","Columbus County, North Carolina","0500000US37047","37","047"
"1915","Craven County, North Carolina","0500000US37049","37","049"
"1916","Cumberland County, North Carolina","0500000US37051","37","051"
"1917","Currituck County, North Carolina","0500000US37053","37","053"
"1918","Dare County, North Carolina","0500000US37055","37","055"
"1919","Davidson County, North Carolina","0500000US37057","37","057"
"1920","Davie County, North Carolina","0500000US37059","37","059"
"1921","Duplin County, North Carolina","0500000US37061","37","061"
"1922","Durham County, North Carolina","0500000US37063","37","063"
"1923","Edgecombe County, North Carolina","0500000US37065","37","065"
"1924","Forsyth County, North Carolina","0500000US37067","37","067"
"1925","Franklin County, North Carolina","0500000US37069","37","069"
"1926","Gaston County, North Carolina","0500000US37071","37","071"
"1927","Gates County, North Carolina","0500000US37073","37","073"
"1928","Graham County, North Carolina","0500000US37075","37","075"
"1929","Granville County, North Carolina","0500000US37077","37","077"
"1930","Greene County, North Carolina","0500000US37079","37","079"
"1931","Guilford County, North Carolina","0500000US37081","37","081"
"1932","Halifax County, North Carolina","0500000US37083","37","083"
"1933","Harnett County, North Carolina","0500000US37085","37","085"
"1934","Haywood County, North Carolina","0500000US37087","37","087"
"1935","Henderson County, North Carolina","0500000US37089","37","089"
"1936","Hertford County, North Carolina","0500000US37091","37","091"
"1937","Hoke County, North Carolina","0500000US37093","37","093"
"1938","Hyde County, North Carolina","0500000US37095","37","095"
"1939","Iredell County, North Carolina","0500000US37097","37","097"
"1940","Jackson County, North Carolina","0500000US37099","37","099"
"1941","Johnston County, North Carolina","0500000US37101","37","101"
"1942","Jones County, North Carolina","0500000US37103","37","103"
"1943","Lee County, North Carolina","0500000US37105","37","105"
"1944","Lenoir County, North Carolina","0500000US37107","37","107"
"1945","Lincoln County, North Carolina","0500000US37109","37","109"
"1946","McDowell County, North Carolina","0500000US37111","37","111"
"1947","Macon County, North Carolina","0500000US37113","37","113"
"1948","Madison County, North Carolina","0500000US37115","37","115"
"1949","Martin County, North Carolina","0500000US37117","37","117"
"1950","Mecklenburg County, North Carolina","0500000US37119","37","119"
"1951","Mitchell County, North Carolina","0500000US37121","37","121"
"1952","Montgomery County, North Carolina","0500000US37123","37","123"
"1953","Moore County, North Carolina","0500000US37125","37","125"
"1954","Nash County, North Carolina","0500000US37127","37","127"
"1955","New Hanover County, North Carolina","0500000US37129","37","129"
"1956","Northampton County, North Carolina","0500000US37131","37","131"
"1957","Onslow County, North Carolina","0500000US37133","37","133"
"1958","Orange County, North Carolina","0500000US37135","37","135"
"1959","Pamlico County, North Carolina","0500000US37137","37","137"
"1960","Pasquotank County, North Carolina","0500000US37139","37","139"
"1961","Pender County, North Carolina","0500000US37141","37","141"
"1962","Perquimans County, North Carolina","0500000US37143","37","143"
"1963","Person County, North Carolina","0500000US37145","37","145"
"1964","Pitt County, North Carolina","0500000US37147","37","147"
"1965","Polk County, North Carolina","0500000US37149","37","149"
"1966","Randolph County, North Carolina","0500000US37151","37","151"
"1967","Richmond County, North Carolina","0500000US37153","37","153"
"1968","Robeson County, North Carolina","0500000US37155","37","155"
"1969","Rockingham County, North Carolina","0500000US37157","37","157"
"1970","Rowan County, North Carolina","0500000US37159","37","159"
"1971","Rutherford County, North Carolina","0500000US37161","37","161"
"1972","Sampson County, North Carolina","0500000US37163","37","163"
"1973","Scotland County, North Carolina","0500000US37165","37","165"
"1974","Stanly County, North Carolina","0500000US37167","37","167"
"1975","Stokes County, North Carolina","0500000US37169","37","169"
"1976","Surry County, North Carolina","0500000US37171","37","171"
"1977","Swain County, North Carolina","0500000US37173","37","173"
"1978","Transylvania County, North Carolina","0500000US37175","37","175"
"1979","Tyrrell County, North Carolina","0500000US37177","37","177"
"1980","Union County, North Carolina","0500000US37179","37","179"
"1981","Vance County, North Carolina","0500000US37181","37","181"
"1982","Wake County, North Carolina","0500000US37183","37","183"
"1983","Warren County, North Carolina","0500000US37185","37","185"
"1984","Washington County, North Carolina","0500000US37187","37","187"
"1985","Watauga County, North Carolina","0500000US37189","37","189"
"1986","Wayne County, North Carolina","0500000US37191","37","191"
"1987","Wilkes County, North Carolina","0500000US37193","37","193"
"1988","Wilson County, North Carolina","0500000US37195","37","195"
"1989","Yadkin County, North Carolina","0500000US37197","37","197"
"1990","Yancey County, North Carolina","0500000US37199","37","199"
"1991","Adams County, North Dakota","0500000US38001","38","001"
"1992","Barnes County, North Dakota","0500000US38003","38","003"
"1993","Benson County, North Dakota","0500000US38005","38","005"
"1994","Billings County, North Dakota","0500000US38007","38","007"
"1995","Bottineau County, North Dakota","0500000US38009","38","009"
"1996","Bowman County, North Dakota","0500000US38011","38","011"
"1997","Burke County, North Dakota","0500000US38013","38","013"
"1998","Burleigh County, North Dakota","0500000US38015","38","015"
"1999","Cass County, North Dakota","0500000US38017","38","017"
"2000","Cavalier County, North Dakota","0500000US38019","38","019"
"2001","Dickey County, North Dakota","0500000US38021","38","021"
"2002","Divide County, North Dakota","0500000US38023","38","023"
"2003","Dunn County, North Dakota","0500000US38025","38","025"
"2004","Eddy County, North Dakota","0500000US38027","38","027"
"2005","Emmons County, North Dakota","0500000US38029","38","029"
"2006","Foster County, North Dakota","0500000US38031","38","031"
"2007","Golden Valley County, North Dakota","0500000US38033","38","033"
"2008","Grand Forks County, North Dakota","0500000US38035","38","035"
"2009","Grant County, North Dakota","0500000US38037","38","037"
"2010","Griggs County, North Dakota","0500000US38039","38","039"
"2011","Hettinger County, North Dakota","0500000US38041","38","041"
"2012","Kidder County, North Dakota","0500000US38043","38","043"
"2013","LaMoure County, North Dakota","0500000US38045","38","045"
"2014","Logan County, North Dakota","0500000US38047","38","047"
"2015","McHenry County, North Dakota","0500000US38049","38","049"
"2016","McIntosh County, North Dakota","0500000US38051","38","051"
"2017","McKenzie County, North Dakota","0500000US38053","38","053"
"2018","McLean County, North Dakota","0500000US38055","38","055"
"2019","Mercer County, North Dakota","0500000US38057","38","057"
"2020","Morton County, North Dakota","0500000US38059","38","059"
"2021","Mountrail County, North Dakota","0500000US38061","38","061"
"2022","Nelson County, North Dakota","0500000US38063","38","063"
"2023","Oliver County, North Dakota","0500000US38065","38","065"
"2024","Pembina County, North Dakota","0500000US38067","38","067"
"2025","Pierce County, North Dakota","0500000US38069","38","069"
"2026","Ramsey County, North Dakota","0500000US38071","38","071"
"2027","Ransom County, North Dakota","0500000US38073","38","073"
"2028","Renville County, North Dakota","0500000US38075","38","075"
"2029","Richland County, North Dakota","0500000US38077","38","077"
"2030","Rolette County, North Dakota","0500000US38079","38","079"
"2031","Sargent County, North Dakota","0500000US38081","38","081"
"2032","Sheridan County, North Dakota","0500000US38083","38","083"
"2033","Sioux County, North Dakota","0500000US38085","38","085"
"2034","Slope County, North Dakota","0500000US38087","38","087"
"2035","Stark County, North Dakota","0500000US38089","38","089"
"2036","Steele County, North Dakota","0500000US38091","38","091"
"2037","Stutsman County, North Dakota","0500000US38093","38","093"
"2038","Towner County, North Dakota","0500000US38095","38","095"
"2039","Traill County, North Dakota","0500000US38097","38","097"
"2040","Walsh County, North Dakota","0500000US38099","38","099"
"2041","Ward County, North Dakota","0500000US38101","38","101"
"2042","Wells County, North Dakota","0500000US38103","38","103"
"2043","Williams County, North Dakota","0500000US38105","38","105"
"2044","Adams County, Ohio","0500000US39001","39","001"
"2045","Allen County, Ohio","0500000US39003","39","003"
"2046","Ashland County, Ohio","0500000US39005","39","005"
"2047","Ashtabula County, Ohio","0500000US39007","39","007"
"2048","Athens County, Ohio","0500000US39009","39","009"
"2049","Auglaize County, Ohio","0500000US39011","39","011"
"2050","Belmont County, Ohio","0500000US39013","39","013"
"2051","Brown County, Ohio","0500000US39015","39","015"
"2052","Butler County, Ohio","0500000US39017","39","017"
"2053","Carroll County, Ohio","0500000US39019","39","019"
"2054","Champaign County, Ohio","0500000US39021","39","021"
"2055","Clark County, Ohio","0500000US39023","39","023"
"2056","Clermont County, Ohio","0500000US39025","39","025"
"2057","Clinton County, Ohio","0500000US39027","39","027"
"2058","Columbiana County, Ohio","0500000US39029","39","029"
"2059","Coshocton County, Ohio","0500000US39031","39","031"
"2060","Crawford County, Ohio","0500000US39033","39","033"
"2061","Cuyahoga County, Ohio","0500000US39035","39","035"
"2062","Darke County, Ohio","0500000US39037","39","037"
"2063","Defiance County, Ohio","0500000US39039","39","039"
"2064","Delaware County, Ohio","0500000US39041","39","041"
"2065","Erie County, Ohio","0500000US39043","39","043"
"2066","Fairfield County, Ohio","0500000US39045","39","045"
"2067","Fayette County, Ohio","0500000US39047","39","047"
"2068","Franklin County, Ohio","0500000US39049","39","049"
"2069","Fulton County, Ohio","0500000US39051","39","051"
"2070","Gallia County, Ohio","0500000US39053","39","053"
"2071","Geauga County, Ohio","0500000US39055","39","055"
"2072","Greene County, Ohio","0500000US39057","39","057"
"2073","Guernsey County, Ohio","0500000US39059","39","059"
"2074","Hamilton County, Ohio","0500000US39061","39","061"
"2075","Hancock County, Ohio","0500000US39063","39","063"
"2076","Hardin County, Ohio","0500000US39065","39","065"
"2077","Harrison County, Ohio","0500000US39067","39","067"
"2078","Henry County, Ohio","0500000US39069","39","069"
"2079","Highland County, Ohio","0500000US39071","39","071"
"2080","Hocking County, Ohio","0500000US39073","39","073"
"2081","Holmes County, Ohio","0500000US39075","39","075"
"2082","Huron County, Ohio","0500000US39077","39","077"
"2083","Jackson County, Ohio","0500000US39079","39","079"
"2084","Jefferson County, Ohio","0500000US39081","39","081"
"2085","Knox County, Ohio","0500000US39083","39","083"
"2086","Lake County, Ohio","0500000US39085","39","085"
"2087","Lawrence County, Ohio","0500000US39087","39","087"
"2088","Licking County, Ohio","0500000US39089","39","089"
"2089","Logan County, Ohio","0500000US39091","39","091"
"2090","Lorain County, Ohio","0500000US39093","39","093"
"2091","Lucas County, Ohio","0500000US39095","39","095"
"2092","Madison County, Ohio","0500000US39097","39","097"
"2093","Mahoning County, Ohio","0500000US39099","39","099"
"2094","Marion County, Ohio","0500000US39101","39","101"
"2095","Medina County, Ohio","0500000US39103","39","103"
"2096","Meigs County, Ohio","0500000US39105","39","105"
"2097","Mercer County, Ohio","0500000US39107","39","107"
"2098","Miami County, Ohio","0500000US39109","39","109"
"2099","Monroe County, Ohio","0500000US39111","39","111"
"2100","Montgomery County, Ohio","0500000US39113","39","113"
"2101","Morgan County, Ohio","0500000US39115","39","115"
"2102","Morrow County, Ohio","0500000US39117","39","117"
"2103","Muskingum County, Ohio","0500000US39119","39","119"
"2104","Noble County, Ohio","0500000US39121","39","121"
"2105","Ottawa County, Ohio","0500000US39123","39","123"
"2106","Paulding County, Ohio","0500000US39125","39","125"
"2107","Perry County, Ohio","0500000US39127","39","127"
"2108","Pickaway County, Ohio","0500000US39129","39","129"
"2109","Pike County, Ohio","0500000US39131","39","131"
"2110","Portage County, Ohio","0500000US39133","39","133"
"2111","Preble County, Ohio","0500000US39135","39","135"
"2112","Putnam County, Ohio","0500000US39137","39","137"
"2113","Richland County, Ohio","0500000US39139","39","139"
"2114","Ross County, Ohio","0500000US39141","39","141"
"2115","Sandusky County, Ohio","0500000US39143","39","143"
"2116","Scioto County, Ohio","0500000US39145","39","145"
"2117","Seneca County, Ohio","0500000US39147","39","147"
"2118","Shelby County, Ohio","0500000US39149","39","149"
"2119","Stark County, Ohio","0500000US39151","39","151"
"2120","Summit County, Ohio","0500000US39153","39","153"
"2121","Trumbull County, Ohio","0500000US39155","39","155"
"2122","Tuscarawas County, Ohio","0500000US39157","39","157"
"2123","Union County, Ohio","0500000US39159","39","159"
"2124","Van Wert County, Ohio","0500000US39161","39","161"
"2125","Vinton County, Ohio","0500000US39163","39","163"
"2126","Warren County, Ohio","0500000US39165","39","165"
"2127","Washington County, Ohio","0500000US39167","39","167"
"2128","Wayne County, Ohio","0500000US39169","39","169"
"2129","Williams County, Ohio","0500000US39171","39","171"
"2130","Wood County, Ohio","0500000US39173","39","173"
"2131","Wyandot County, Ohio","0500000US39175","39","175"
"2132","Adair County, Oklahoma","0500000US40001","40","001"
"2133","Alfalfa County, Oklahoma","0500000US40003","40","003"
"2134","Atoka County, Oklahoma","0500000US40005","40","005"
"2135","Beaver County, Oklahoma","0500000US40007","40","007"
"2136","Beckham County, Oklahoma","0500000US40009","40","009"
"2137","Blaine County, Oklahoma","0500000US40011","40","011"
"2138","Bryan County, Oklahoma","0500000US40013","40","013"
"2139","Caddo County, Oklahoma","0500000US40015","40","015"
"2140","Canadian County, Oklahoma","0500000US40017","40","017"
"2141","Carter County, Oklahoma","0500000US40019","40","019"
"2142","Cherokee County, Oklahoma","0500000US40021","40","021"
"2143","Choctaw County, Oklahoma","0500000US40023","40","023"
"2144","Cimarron County, Oklahoma","0500000US40025","40","025"
"2145","Cleveland County, Oklahoma","0500000US40027","40","027"
"2146","Coal County, Oklahoma","0500000US40029","40","029"
"2147","Comanche County, Oklahoma","0500000US40031","40","031"
"2148","Cotton County, Oklahoma","0500000US40033","40","033"
"2149","Craig County, Oklahoma","0500000US40035","40","035"
"2150","Creek County, Oklahoma","0500000US40037","40","037"
"2151","Custer County, Oklahoma","0500000US40039","40","039"
"2152","Delaware County, Oklahoma","0500000US40041","40","041"
"2153","Dewey County, Oklahoma","0500000US40043","40","043"
"2154","Ellis County, Oklahoma","0500000US40045","40","045"
"2155","Garfield County, Oklahoma","0500000US40047","40","047"
"2156","Garvin County, Oklahoma","0500000US40049","40","049"
"2157","Grady County, Oklahoma","0500000US40051","40","051"
"2158","Grant County, Oklahoma","0500000US40053","40","053"
"2159","Greer County, Oklahoma","0500000US40055","40","055"
"2160","Harmon County, Oklahoma","0500000US40057","40","057"
"2161","Harper County, Oklahoma","0500000US40059","40","059"
"2162","Haskell County, Oklahoma","0500000US40061","40","061"
"2163","Hughes County, Oklahoma","0500000US40063","40","063"
"2164","Jackson County, Oklahoma","0500000US40065","40","065"
"2165","Jefferson County, Oklahoma","0500000US40067","40","067"
"2166","Johnston County, Oklahoma","0500000US40069","40","069"
"2167","Kay County, Oklahoma","0500000US40071","40","071"
"2168","Kingfisher County, Oklahoma","0500000US40073","40","073"
"2169","Kiowa County, Oklahoma","0500000US40075","40","075"
"2170","Latimer County, Oklahoma","0500000US40077","40","077"
"2171","Le Flore County, Oklahoma","0500000US40079","40","079"
"2172","Lincoln County, Oklahoma","0500000US40081","40","081"
"2173","Logan County, Oklahoma","0500000US40083","40","083"
"2174","Love County, Oklahoma","0500000US40085","40","085"
"2175","McClain County, Oklahoma","0500000US40087","40","087"
"2176","McCurtain County, Oklahoma","0500000US40089","40","089"
"2177","McIntosh County, Oklahoma","0500000US40091","40","091"
"2178","Major County, Oklahoma","0500000US40093","40","093"
"2179","Marshall County, Oklahoma","0500000US40095","40","095"
"2180","Mayes County, Oklahoma","0500000US40097","40","097"
"2181","Murray County, Oklahoma","0500000US40099","40","099"
"2182","Muskogee County, Oklahoma","0500000US40101","40","101"
"2183","Noble County, Oklahoma","0500000US40103","40","103"
"2184","Nowata County, Oklahoma","0500000US40105","40","105"
"2185","Okfuskee County, Oklahoma","0500000US40107","40","107"
"2186","Oklahoma County, Oklahoma","0500000US40109","40","109"
"2187","Okmulgee County, Oklahoma","0500000US40111","40","111"
"2188","Osage County, Oklahoma","0500000US40113","40","113"
"2189","Ottawa County, Oklahoma","0500000US40115","40","115"
"2190","Pawnee County, Oklahoma","0500000US40117","40","117"
"2191","Payne County, Oklahoma","0500000US40119","40","119"
"2192","Pittsburg County, Oklahoma","0500000US40121","40","121"
"2193","Pontotoc County, Oklahoma","0500000US40123","40","123"
"2194","Pottawatomie County, Oklahoma","0500000US40125","40","125"
"2195","Pushmataha County, Oklahoma","0500000US40127","40","127"
"2196","Roger Mills County, Oklahoma","0500000US40129","40","129"
"2197","Rogers County, Oklahoma","0500000US40131","40","131"
"2198","Seminole County, Oklahoma","0500000US40133","40","133"
"2199","Sequoyah County, Oklahoma","0500000US40135","40","135"
"2200","Stephens County, Oklahoma","0500000US40137","40","137"
"2201","Texas County, Oklahoma","0500000US40139","40","139"
"2202","Tillman County, Oklahoma","0500000US40141","40","141"
"2203","Tulsa County, Oklahoma","0500000US40143","40","143"
"2204","Wagoner County, Oklahoma","0500000US40145","40","145"
"2205","Washington County, Oklahoma","0500000US40147","40","147"
"2206","Washita County, Oklahoma","0500000US40149","40","149"
"2207","Woods County, Oklahoma","0500000US40151","40","151"
"2208","Woodward County, Oklahoma","0500000US40153","40","153"
"2209","Baker County, Oregon","0500000US41001","41","001"
"2210","Benton County, Oregon","0500000US41003","41","003"
"2211","Clackamas County, Oregon","0500000US41005","41","005"
"2212","Clatsop County, Oregon","0500000US41007","41","007"
"2213","Columbia County, Oregon","0500000US41009","41","009"
"2214","Coos County, Oregon","0500000US41011","41","011"
"2215","Crook County, Oregon","0500000US41013","41","013"
"2216","Curry County, Oregon","0500000US41015","41","015"
"2217","Deschutes County, Oregon","0500000US41017","41","017"
"2218","Douglas County, Oregon","0500000US41019","41","019"
"2219","Gilliam County, Oregon","0500000US41021","41","021"
"2220","Grant County, Oregon","0500000US41023","41","023"
"2221","Harney County, Oregon","0500000US41025","41","025"
"2222","Hood River County, Oregon","0500000US41027","41","027"
"2223","Jackson County, Oregon","0500000US41029","41","029"
"2224","Jefferson County, Oregon","0500000US41031","41","031"
"2225","Josephine County, Oregon","0500000US41033","41","033"
"2226","Klamath County, Oregon","0500000US41035","41","035"
"2227","Lake County, Oregon","0500000US41037","41","037"
