"","GEO_TTL","GEO_ID","state","county"
"1","Autauga County, Alabama","0500000US01001","01","001"
"2","Baldwin County, Alabama","0500000US01003","01","003"
"3","Barbour County, Alabama","0500000US01005","01","005"
"4","Bibb County, Alabama","0500000US01007","01","007"
"5","Blount County, Alabama","0500000US01009","01","009"
"6","Bullock County, Alabama","0500000US01011","01","011"
"7","Butler County, Alabama","0500000US01013","01","013"
"8","Calhoun County, Alabama","0500000US01015","01","015"
"9","Chambers County, Alabama","0500000US01017","01","017"
"10","Cherokee County, Alabama","0500000US01019","01","019"
"11","Chilton County, Alabama","0500000US01021","01","021"
"12","Choctaw County, Alabama","0500000US01023","01","023"
"13","Clarke County, Alabama","0500000US01025","01","025"
"14","Clay County, Alabama","0500000US01027","01","027"
"15","Cleburne County, Alabama","0500000US01029","01","029"
"16","Coffee County, Alabama","0500000US01031","01","031"
"17","Colbert County, Alabama","0500000US01033","01","033"
"18","Conecuh County, Alabama","0500000US01035","01","035"
"19","Coosa County, Alabama","0500000US01037","01","037"
"20","Covington County, Alabama","0500000US01039","01","039"
"21","Crenshaw County, Alabama","0500000US01041","01","041"
"22","Cullman County, Alabama","0500000US01043","01","043"
"23","Dale County, Alabama","0500000US01045","01","045"
"24","Dallas County, Alabama","0500000US01047","01","047"
"25","DeKalb County, Alabama","0500000US01049","01","049"
"26","Elmore County, Alabama","0500000US01051","01","051"
"27","Escambia County, Alabama","0500000US01053","01","053"
"28","Etowah County, Alabama","0500000US01055","01","055"
"29","Fayette County, Alabama","0500000US01057","01","057"
"30","Franklin County, Alabama","0500000US01059","01","059"
"31","Geneva County, Alabama","0500000US01061","01","061"
"32","Greene County, Alabama","0500000US01063","01","063"
"33","Hale County, Alabama","0500000US01065","01","065"
"34","Henry County, Alabama","0500000US01067","01","067"
"35","Houston County, Alabama","0500000US01069","01","069"
"36","Jackson County, Alabama","0500000US01071","01","071"
"37","Jefferson County, Alabama","0500000US01073","01","073"
"38","Lamar County, Alabama","0500000US01075","01","075"
"39","Lauderdale County, Alabama","0500000US01077","01","077"
"40","Lawrence County, Alabama","0500000US01079","01","079"
"41","Lee County, Alabama","0500000US01081","01","081"
"42","Limestone County, Alabama","0500000US01083","01","083"
"43","Lowndes County, Alabama","0500000US01085","01","085"
"44","Macon County, Alabama","0500000US01087","01","087"
"45","Madison County, Alabama","0500000US01089","01","089"
"46","Marengo County, Alabama","0500000US01091","01","091"
"47","Marion County, Alabama","0500000US01093","01","093"
"48","Marshall County, Alabama","0500000US01095","01","095"
"49","Mobile County, Alabama","0500000US01097","01","097"
"50","Monroe County, Alabama","0500000US01099","01","099"
"51","Montgomery County, Alabama","0500000US01101","01","101"
"52","Morgan County, Alabama","0500000US01103","01","103"
"53","Perry County, Alabama","0500000US01105","01","105"
"54","Pickens County, Alabama","0500000US01107","01","107"
"55","Pike County, Alabama","0500000US01109","01","109"
"56","Randolph County, Alabama","0500000US01111","01","111"
"57","Russell County, Alabama","0500000US01113","01","113"
"58","St. Clair County, Alabama","0500000US01115","01","115"
"59","Shelby County, Alabama","0500000US01117","01","117"
"60","Sumter County, Alabama","0500000US01119","01","119"
"61","Talladega County, Alabama","0500000US01121","01","121"
"62","Tallapoosa County, Alabama","0500000US01123","01","123"
"63","Tuscaloosa County, Alabama","0500000US01125","01","125"
"64","Walker County, Alabama","0500000US01127","01","127"
"65","Washington County, Alabama","0500000US01129","01","129"
"66","Wilcox County, Alabama","0500000US01131","01","131"
"67","Winston County, Alabama","0500000US01133","01","133"
"68","Aleutians East Borough, Alaska","0500000US02013","02","013"
"69","Aleutians West Census Area, Alaska","0500000US02016","02","016"
"70","Anchorage Municipality, Alaska","0500000US02020","02","020"
"71","Bethel Census Area, Alaska","0500000US02050","02","050"
"72","Bristol Bay Borough, Alaska","0500000US02060","02","060"
"73","Denali Borough, Alaska","0500000US02068","02","068"
"74","Dillingham Census Area, Alaska","0500000US02070","02","070"
"75","Fairbanks North Star Borough, Alaska","0500000US02090","02","090"
"76","Haines Borough, Alaska","0500000US02100","02","100"
"77","Hoonah-Angoon Census Area, Alaska","0500000US02105","02","105"
"78","Juneau City and Borough, Alaska","0500000US02110","02","110"
"79","Kenai Peninsula Borough, Alaska","0500000US02122","02","122"
"80","Ketchikan Gateway Borough, Alaska","0500000US02130","02","130"
"81","Kodiak Island Borough, Alaska","0500000US02150","02","150"
"82","Lake and Peninsula Borough, Alaska","0500000US02164","02","164"
"83","Matanuska-Susitna Borough, Alaska","0500000US02170","02","170"
"84","Nome Census Area, Alaska","0500000US02180","02","180"
"85","North Slope Borough, Alaska","0500000US02185","02","185"
"86","Northwest Arctic Borough, Alaska","0500000US02188","02","188"
"87","Petersburg Census Area, Alaska","0500000US02195","02","195"
"88","Prince of Wales-Hyder Census Area, Alaska","0500000US02198","02","198"
"89","Sitka City and Borough, Alaska","0500000US02220","02","220"
"90","Skagway Municipality, Alaska","0500000US02230","02","230"
"91","Southeast Fairbanks Census Area, Alaska","0500000US02240","02","240"
"92","Valdez-Cordova Census Area, Alaska","0500000US02261","02","261"
"93","Wade Hampton Census Area, Alaska","0500000US02270","02","270"
"94","Wrangell City and Borough, Alaska","0500000US02275","02","275"
"95","Yakutat City and Borough, Alaska","0500000US02282","02","282"
"96","Yukon-Koyukuk Census Area, Alaska","0500000US02290","02","290"
"97","Apache County, Arizona","0500000US04001","04","001"
"98","Cochise County, Arizona","0500000US04003","04","003"
"99","Coconino County, Arizona","0500000US04005","04","005"
"100","Gila County, Arizona","0500000US04007","04","007"
"101","Graham County, Arizona","0500000US04009","04","009"
"102","Greenlee County, Arizona","0500000US04011","04","011"
"103","La Paz County, Arizona","0500000US04012","04","012"
"104","Maricopa County, Arizona","0500000US04013","04","013"
"105","Mohave County, Arizona","0500000US04015","04","015"
"106","Navajo County, Arizona","0500000US04017","04","017"
"107","Pima County, Arizona","0500000US04019","04","019"
"108","Pinal County, Arizona","0500000US04021","04","021"
"109","Santa Cruz County, Arizona","0500000US04023","04","023"
"110","Yavapai County, Arizona","0500000US04025","04","025"
"111","Yuma County, Arizona","0500000US04027","04","027"
"112","Arkansas County, Arkansas","0500000US05001","05","001"
"113","Ashley County, Arkansas","0500000US05003","05","003"
"114","Baxter County, Arkansas","0500000US05005","05","005"
"115","Benton County, Arkansas","0500000US05007","05","007"
"116","Boone County, Arkansas","0500000US05009","05","009"
"117","Bradley County, Arkansas","0500000US05011","05","011"
"118","Calhoun County, Arkansas","0500000US05013","05","013"
"119","Carroll County, Arkansas","0500000US05015","05","015"
"120","Chicot County, Arkansas","0500000US05017","05","017"
"121","Clark County, Arkansas","0500000US05019","05","019"
"122","Clay County, Arkansas","0500000US05021","05","021"
"123","Cleburne County, Arkansas","0500000US05023","05","023"
"124","Cleveland County, Arkansas","0500000US05025","05","025"
"125","Columbia County, Arkansas","0500000US05027","05","027"
"126","Conway County, Arkansas","0500000US05029","05","029"
"127","Craighead County, Arkansas","0500000US05031","05","031"
"128","Crawford County, Arkansas","0500000US05033","05","033"
"129","Crittenden County, Arkansas","0500000US05035","05","035"
"130","Cross County, Arkansas","0500000US05037","05","037"
"131","Dallas County, Arkansas","0500000US05039","05","039"
"132","Desha County, Arkansas","0500000US05041","05","041"
"133","Drew County, Arkansas","0500000US05043","05","043"
"134","Faulkner County, Arkansas","0500000US05045","05","045"
"135","Franklin County, Arkansas","0500000US05047","05","047"
"136","Fulton County, Arkansas","0500000US05049","05","049"
"137","Garland County, Arkansas","0500000US05051","05","051"
"138","Grant County, Arkansas","0500000US05053","05","053"
"139","Greene County, Arkansas","0500000US05055","05","055"
"140","Hempstead County, Arkansas","0500000US05057","05","057"
"141","Hot Spring County, Arkansas","0500000US05059","05","059"
"142","Howard County, Arkansas","0500000US05061","05","061"
"143","Independence County, Arkansas","0500000US05063","05","063"
"144","Izard County, Arkansas","0500000US05065","05","065"
"145","Jackson County, Arkansas","0500000US05067","05","067"
"146","Jefferson County, Arkansas","0500000US05069","05","069"
"147","Johnson County, Arkansas","0500000US05071","05","071"
"148","Lafayette County, Arkansas","0500000US05073","05","073"
"149","Lawrence County, Arkansas","0500000US05075","05","075"
"150","Lee County, Arkansas","0500000US05077","05","077"
"151","Lincoln County, Arkansas","0500000US05079","05","079"
"152","Little River County, Arkansas","0500000US05081","05","081"
"153","Logan County, Arkansas","0500000US05083","05","083"
"154","Lonoke County, Arkansas","0500000US05085","05","085"
"155","Madison County, Arkansas","0500000US05087","05","087"
"156","Marion County, Arkansas","0500000US05089","05","089"
"157","Miller County, Arkansas","0500000US05091","05","091"
"158","Mississippi County, Arkansas","0500000US05093","05","093"
"159","Monroe County, Arkansas","0500000US05095","05","095"
"160","Montgomery County, Arkansas","0500000US05097","05","097"
"161","Nevada County, Arkansas","0500000US05099","05","099"
"162","Newton County, Arkansas","0500000US05101","05","101"
"163","Ouachita County, Arkansas","0500000US05103","05","103"
"164","Perry County, Arkansas","0500000US05105","05","105"
"165","Phillips County, Arkansas","0500000US05107","05","107"
"166","Pike County, Arkansas","0500000US05109","05","109"
"167","Poinsett County, Arkansas","0500000US05111","05","111"
"168","Polk County, Arkansas","0500000US05113","05","113"
"169","Pope County, Arkansas","0500000US05115","05","115"
"170","Prairie County, Arkansas","0500000US05117","05","117"
"171","Pulaski County, Arkansas","0500000US05119","05","119"
"172","Randolph County, Arkansas","0500000US05121","05","121"
"173","St. Francis County, Arkansas","0500000US05123","05","123"
"174","Saline County, Arkansas","0500000US05125","05","125"
"175","Scott County, Arkansas","0500000US05127","05","127"
"176","Searcy County, Arkansas","0500000US05129","05","129"
"177","Sebastian County, Arkansas","0500000US05131","05","131"
"178","Sevier County, Arkansas","0500000US05133","05","133"
"179","Sharp County, Arkansas","0500000US05135","05","135"
"180","Stone County, Arkansas","0500000US05137","05","137"
"181","Union County, Arkansas","0500000US05139","05","139"
"182","Van Buren County, Arkansas","0500000US05141","05","141"
"183","Washington County, Arkansas","0500000US05143","05","143"
"184","White County, Arkansas","0500000US05145","05","145"
"185","Woodruff County, Arkansas","0500000US05147","05","147"
"186","Yell County, Arkansas","0500000US05149","05","149"
"187","Alameda County, California","0500000US06001","06","001"
"188","Alpine County, California","0500000US06003","06","003"
"189","Amador County, California","0500000US06005","06","005"
"190","Butte County, California","0500000US06007","06","007"
"191","Calaveras County, California","0500000US06009","06","009"
"192","Colusa County, California","0500000US06011","06","011"
"193","Contra Costa County, California","0500000US06013","06","013"
"194","Del Norte County, California","0500000US06015","06","015"
"195","El Dorado County, California","0500000US06017","06","017"
"196","Fresno County, California","0500000US06019","06","019"
"197","Glenn County, California","0500000US06021","06","021"
"198","Humboldt County, California","0500000US06023","06","023"
"199","Imperial County, California","0500000US06025","06","025"
"200","Inyo County, California","0500000US06027","06","027"
"201","Kern County, California","0500000US06029","06","029"
"202","Kings County, California","0500000US06031","06","031"
"203","Lake County, California","0500000US06033","06","033"
"204","Lassen County, California","0500000US06035","06","035"
"205","Los Angeles County, California","0500000US06037","06","037"
"206","Madera County, California","0500000US06039","06","039"
"207","Marin County, California","0500000US06041","06","041"
"208","Mariposa County, California","0500000US06043","06","043"
"209","Mendocino County, California","0500000US06045","06","045"
"210","Merced County, California","0500000US06047","06","047"
"211","Modoc County, California","0500000US06049","06","049"
"212","Mono County, California","0500000US06051","06","051"
"213","Monterey County, California","0500000US06053","06","053"
"214","Napa County, California","0500000US06055","06","055"
"215","Nevada County, California","0500000US06057","06","057"
"216","Orange County, California","0500000US06059","06","059"
"217","Placer County, California","0500000US06061","06","061"
"218","Plumas County, California","0500000US06063","06","063"
"219","Riverside County, California","0500000US06065","06","065"
"220","Sacramento County, California","0500000US06067","06","067"
"221","San Benito County, California","0500000US06069","06","069"
"222","San Bernardino County, California","0500000US06071","06","071"
"223","San Diego County, California","0500000US06073","06","073"
"224","San Francisco County, California","0500000US06075","06","075"
"225","San Joaquin County, California","0500000US06077","06","077"
"226","San Luis Obispo County, California","0500000US06079","06","079"
"227","San Mateo County, California","0500000US06081","06","081"
"228","Santa Barbara County, California","0500000US06083","06","083"
"229","Santa Clara County, California","0500000US06085","06","085"
"230","Santa Cruz County, California","0500000US06087","06","087"
"231","Shasta County, California","0500000US06089","06","089"
"232","Sierra County, California","0500000US06091","06","091"
"233","Siskiyou County, California","0500000US06093","06","093"
"234","Solano County, California","0500000US06095","06","095"
"235","Sonoma County, California","0500000US06097","06","097"
"236","Stanislaus County, California","0500000US06099","06","099"
"237","Sutter County, California","0500000US06101","06","101"
"238","Tehama County, California","0500000US06103","06","103"
"239","Trinity County, California","0500000US06105","06","105"
"240","Tulare County, California","0500000US06107","06","107"
"241","Tuolumne County, California","0500000US06109","06","109"
"242","Ventura County, California","0500000US06111","06","111"
"243","Yolo County, California","0500000US06113","06","113"
"244","Yuba County, California","0500000US06115","06","115"
"245","Adams County, Colorado","0500000US08001","08","001"
"246","Alamosa County, Colorado","0500000US08003","08","003"
"247","Arapahoe County, Colorado","0500000US08005","08","005"
"248","Archuleta County, Colorado","0500000US08007","08","007"
"249","Baca County, Colorado","0500000US08009","08","009"
"250","Bent County, Colorado","0500000US08011","08","011"
"251","Boulder County, Colorado","0500000US08013","08","013"
"252","Broomfield County, Colorado","0500000US08014","08","014"
"253","Chaffee County, Colorado","0500000US08015","08","015"
"254","Cheyenne County, Colorado","0500000US08017","08","017"
"255","Clear Creek County, Colorado","0500000US08019","08","019"
"256","Conejos County, Colorado","0500000US08021","08","021"
"257","Costilla County, Colorado","0500000US08023","08","023"
"258","Crowley County, Colorado","0500000US08025","08","025"
"259","Custer County, Colorado","0500000US08027","08","027"
"260","Delta County, Colorado","0500000US08029","08","029"
"261","Denver County, Colorado","0500000US08031","08","031"
"262","Dolores County, Colorado","0500000US08033","08","033"
"263","Douglas County, Colorado","0500000US08035","08","035"
"264","Eagle County, Colorado","0500000US08037","08","037"
"265","Elbert County, Colorado","0500000US08039","08","039"
"266","El Paso County, Colorado","0500000US08041","08","041"
"267","Fremont County, Colorado","0500000US08043","08","043"
"268","Garfield County, Colorado","0500000US08045","08","045"
"269","Gilpin County, Colorado","0500000US08047","08","047"
"270","Grand County, Colorado","0500000US08049","08","049"
"271","Gunnison County, Colorado","0500000US08051","08","051"
"272","Hinsdale County, Colorado","0500000US08053","08","053"
"273","Huerfano County, Colorado","0500000US08055","08","055"
"274","Jackson County, Colorado","0500000US08057","08","057"
"275","Jefferson County, Colorado","0500000US08059","08","059"
"276","Kiowa County, Colorado","0500000US08061","08","061"
"277","Kit Carson County, Colorado","0500000US08063","08","063"
"278","Lake County, Colorado","0500000US08065","08","065"
"279","La Plata County, Colorado","0500000US08067","08","067"
"280","Larimer County, Colorado","0500000US08069","08","069"
"281","Las Animas County, Colorado","0500000US08071","08","071"
"282","Lincoln County, Colorado","0500000US08073","08","073"
"283","Logan County, Colorado","0500000US08075","08","075"
"284","Mesa County, Colorado","0500000US08077","08","077"
"285","Mineral County, Colorado","0500000US08079","08","079"
"286","Moffat County, Colorado","0500000US08081","08","081"
"287","Montezuma County, Colorado","0500000US08083","08","083"
"288","Montrose County, Colorado","0500000US08085","08","085"
"289","Morgan County, Colorado","0500000US08087","08","087"
"290","Otero County, Colorado","0500000US08089","08","089"
"291","Ouray County, Colorado","0500000US08091","08","091"
"292","Park County, Colorado","0500000US08093","08","093"
"293","Phillips County, Colorado","0500000US08095","08","095"
"294","Pitkin County, Colorado","0500000US08097","08","097"
"295","Prowers County, Colorado","0500000US08099","08","099"
"296","Pueblo County, Colorado","0500000US08101","08","101"
"297","Rio Blanco County, Colorado","0500000US08103","08","103"
"298","Rio Grande County, Colorado","0500000US08105","08","105"
"299","Routt County, Colorado","0500000US08107","08","107"
"300","Saguache County, Colorado","0500000US08109","08","109"
"301","San Juan County, Colorado","0500000US08111","08","111"
"302","San Miguel County, Colorado","0500000US08113","08","113"
"303","Sedgwick County, Colorado","0500000US08115","08","115"
"304","Summit County, Colorado","0500000US08117","08","117"
"305","Teller County, Colorado","0500000US08119","08","119"
"306","Washington County, Colorado","0500000US08121","08","121"
"307","Weld County, Colorado","0500000US08123","08","123"
"308","Yuma County, Colorado","0500000US08125","08","125"
"309","Fairfield County, Connecticut","0500000US09001","09","001"
"310","Hartford County, Connecticut","0500000US09003","09","003"
"311","Litchfield County, Connecticut","0500000US09005","09","005"
"312","Middlesex County, Connecticut","0500000US09007","09","007"
"313","New Haven County, Connecticut","0500000US09009","09","009"
"314","New London County, Connecticut","0500000US09011","09","011"
"315","Tolland County, Connecticut","0500000US09013","09","013"
"316","Windham County, Connecticut","0500000US09015","09","015"
"317","Kent County, Delaware","0500000US10001","10","001"
"318","New Castle County, Delaware","0500000US10003","10","003"
"319","Sussex County, Delaware","0500000US10005","10","005"
"320","District of Columbia, District of Columbia","0500000US11001","11","001"
"321","Alachua County, Florida","0500000US12001","12","001"
"322","Baker County, Florida","0500000US12003","12","003"
"323","Bay County, Florida","0500000US12005","12","005"
"324","Bradford County, Florida","0500000US12007","12","007"
"325","Brevard County, Florida","0500000US12009","12","009"
"326","Broward County, Florida","0500000US12011","12","011"
"327","Calhoun County, Florida","0500000US12013","12","013"
"328","Charlotte County, Florida","0500000US12015","12","015"
"329","Citrus County, Florida","0500000US12017","12","017"
"330","Clay County, Florida","0500000US12019","12","019"
"331","Collier County, Florida","0500000US12021","12","021"
"332","Columbia County, Florida","0500000US12023","12","023"
"333","DeSoto County, Florida","0500000US12027","12","027"
"334","Dixie County, Florida","0500000US12029","12","029"
"335","Duval County, Florida","0500000US12031","12","031"
"336","Escambia County, Florida","0500000US12033","12","033"
"337","Flagler County, Florida","0500000US12035","12","035"
"338","Franklin County, Florida","0500000US12037","12","037"
"339","Gadsden County, Florida","0500000US12039","12","039"
"340","Gilchrist County, Florida","0500000US12041","12","041"
"341","Glades County, Florida","0500000US12043","12","043"
"342","Gulf County, Florida","0500000US12045","12","045"
"343","Hamilton County, Florida","0500000US12047","12","047"
"344","Hardee County, Florida","0500000US12049","12","049"
"345","Hendry County, Florida","0500000US12051","12","051"
"346","Hernando County, Florida","0500000US12053","12","053"
"347","Highlands County, Florida","0500000US12055","12","055"
"348","Hillsborough County, Florida","0500000US12057","12","057"
"349","Holmes County, Florida","0500000US12059","12","059"
"350","Indian River County, Florida","0500000US12061","12","061"
"351","Jackson County, Florida","0500000US12063","12","063"
"352","Jefferson County, Florida","0500000US12065","12","065"
"353","Lafayette County, Florida","0500000US12067","12","067"
"354","Lake County, Florida","0500000US12069","12","069"
"355","Lee County, Florida","0500000US12071","12","071"
"356","Leon County, Florida","0500000US12073","12","073"
"357","Levy County, Florida","0500000US12075","12","075"
"358","Liberty County, Florida","0500000US12077","12","077"
"359","Madison County, Florida","0500000US12079","12","079"
"360","Manatee County, Florida","0500000US12081","12","081"
"361","Marion County, Florida","0500000US12083","12","083"
"362","Martin County, Florida","0500000US12085","12","085"
"363","Miami-Dade County, Florida","0500000US12086","12","086"
"364","Monroe County, Florida","0500000US12087","12","087"
"365","Nassau County, Florida","0500000US12089","12","089"
"366","Okaloosa County, Florida","0500000US12091","12","091"
"367","Okeechobee County, Florida","0500000US12093","12","093"
"368","Orange County, Florida","0500000US12095","12","095"
"369","Osceola County, Florida","0500000US12097","12","097"
"370","Palm Beach County, Florida","0500000US12099","12","099"
"371","Pasco County, Florida","0500000US12101","12","101"
"372","Pinellas County, Florida","0500000US12103","12","103"
"373","Polk County, Florida","0500000US12105","12","105"
"374","Putnam County, Florida","0500000US12107","12","107"
"375","St. Johns County, Florida","0500000US12109","12","109"
"376","St. Lucie County, Florida","0500000US12111","12","111"
"377","Santa Rosa County, Florida","0500000US12113","12","113"
"378","Sarasota County, Florida","0500000US12115","12","115"
"379","Seminole County, Florida","0500000US12117","12","117"
"380","Sumter County, Florida","0500000US12119","12","119"
"381","Suwannee County, Florida","0500000US12121","12","121"
"382","Taylor County, Florida","0500000US12123","12","123"
"383","Union County, Florida","0500000US12125","12","125"
"384","Volusia County, Florida","0500000US12127","12","127"
"385","Wakulla County, Florida","0500000US12129","12","129"
"386","Walton County, Florida","0500000US12131","12","131"
"387","Washington County, Florida","0500000US12133","12","133"
"388","Appling County, Georgia","0500000US13001","13","001"
"389","Atkinson County, Georgia","0500000US13003","13","003"
"390","Bacon County, Georgia","0500000US13005","13","005"
"391","Baker County, Georgia","0500000US13007","13","007"
"392","Baldwin County, Georgia","0500000US13009","13","009"
"393","Banks County, Georgia","0500000US13011","13","011"
"394","Barrow County, Georgia","0500000US13013","13","013"
"395","Bartow County, Georgia","0500000US13015","13","015"
"396","Ben Hill County, Georgia","0500000US13017","13","017"
"397","Berrien County, Georgia","0500000US13019","13","019"
"398","Bibb County, Georgia","0500000US13021","13","021"
"399","Bleckley County, Georgia","0500000US13023","13","023"
"400","Brantley County, Georgia","0500000US13025","13","025"
"401","Brooks County, Georgia","0500000US13027","13","027"
"402","Bryan County, Georgia","0500000US13029","13","029"
"403","Bulloch County, Georgia","0500000US13031","13","031"
"404","Burke County, Georgia","0500000US13033","13","033"
"405","Butts County, Georgia","0500000US13035","13","035"
"406","Calhoun County, Georgia","0500000US13037","13","037"
"407","Camden County, Georgia","0500000US13039","13","039"
"408","Candler County, Georgia","0500000US13043","13","043"
"409","Carroll County, Georgia","0500000US13045","13","045"
"410","Catoosa County, Georgia","0500000US13047","13","047"
"411","Charlton County, Georgia","0500000US13049","13","049"
"412","Chatham County, Georgia","0500000US13051","13","051"
"413","Chattahoochee County, Georgia","0500000US13053","13","053"
"414","Chattooga County, Georgia","0500000US13055","13","055"
"415","Cherokee County, Georgia","0500000US13057","13","057"
"416","Clarke County, Georgia","0500000US13059","13","059"
"417","Clay County, Georgia","0500000US13061","13","061"
"418","Clayton County, Georgia","0500000US13063","13","063"
"419","Clinch County, Georgia","0500000US13065","13","065"
"420","Cobb County, Georgia","0500000US13067","13","067"
"421","Coffee County, Georgia","0500000US13069","13","069"
"422","Colquitt County, Georgia","0500000US13071","13","071"
"423","Columbia County, Georgia","0500000US13073","13","073"
"424","Cook County, Georgia","0500000US13075","13","075"
"425","Coweta County, Georgia","0500000US13077","13","077"
"426","Crawford County, Georgia","0500000US13079","13","079"
"427","Crisp County, Georgia","0500000US13081","13","081"
"428","Dade County, Georgia","0500000US13083","13","083"
"429","Dawson County, Georgia","0500000US13085","13","085"
"430","Decatur County, Georgia","0500000US13087","13","087"
"431","DeKalb County, Georgia","0500000US13089","13","089"
"432","Dodge County, Georgia","0500000US13091","13","091"
"433","Dooly County, Georgia","0500000US13093","13","093"
"434","Dougherty County, Georgia","0500000US13095","13","095"
"435","Douglas County, Georgia","0500000US13097","13","097"
"436","Early County, Georgia","0500000US13099","13","099"
"437","Echols County, Georgia","0500000US13101","13","101"
"438","Effingham County, Georgia","0500000US13103","13","103"
"439","Elbert County, Georgia","0500000US13105","13","105"
"440","Emanuel County, Georgia","0500000US13107","13","107"
"441","Evans County, Georgia","0500000US13109","13","109"
"442","Fannin County, Georgia","0500000US13111","13","111"
"443","Fayette County, Georgia","0500000US13113","13","113"
"444","Floyd County, Georgia","0500000US13115","13","115"
"445","Forsyth County, Georgia","0500000US13117","13","117"
"446","Franklin County, Georgia","0500000US13119","13","119"
"447","Fulton County, Georgia","0500000US13121","13","121"
"448","Gilmer County, Georgia","0500000US13123","13","123"
"449","Glascock County, Georgia","0500000US13125","13","125"
"450","Glynn County, Georgia","0500000US13127","13","127"
"451","Gordon County, Georgia","0500000US13129","13","129"
"452","Grady County, Georgia","0500000US13131","13","131"
"453","Greene County, Georgia","0500000US13133","13","133"
"454","Gwinnett County, Georgia","0500000US13135","13","135"
"455","Habersham County, Georgia","0500000US13137","13","137"
"456","Hall County, Georgia","0500000US13139","13","139"
"457","Hancock County, Georgia","0500000US13141","13","141"
"458","Haralson County, Georgia","0500000US13143","13","143"
"459","Harris County, Georgia","0500000US13145","13","145"
"460","Hart County, Georgia","0500000US13147","13","147"
"461","Heard County, Georgia","0500000US13149","13","149"
"462","Henry County, Georgia","0500000US13151","13","151"
"463","Houston County, Georgia","0500000US13153","13","153"
"464","Irwin County, Georgia","0500000US13155","13","155"
"465","Jackson County, Georgia","0500000US13157","13","157"
"466","Jasper County, Georgia","0500000US13159","13","159"
"467","Jeff Davis County, Georgia","0500000US13161","13","161"
"468","Jefferson County, Georgia","0500000US13163","13","163"
"469","Jenkins County, Georgia","0500000US13165","13","165"
"470","Johnson County, Georgia","0500000US13167","13","167"
"471","Jones County, Georgia","0500000US13169","13","169"
"472","Lamar County, Georgia","0500000US13171","13","171"
"473","Lanier County, Georgia","0500000US13173","13","173"
"474","Laurens County, Georgia","0500000US13175","13","175"
"475","Lee County, Georgia","0500000US13177","13","177"
"476","Liberty County, Georgia","0500000US13179","13","179"
"477","Lincoln County, Georgia","0500000US13181","13","181"
"478","Long County, Georgia","0500000US13183","13","183"
"479","Lowndes County, Georgia","0500000US13185","13","185"
"480","Lumpkin County, Georgia","0500000US13187","13","187"
"481","McDuffie County, Georgia","0500000US13189","13","189"
"482","McIntosh County, Georgia","0500000US13191","13","191"
"483","Macon County, Georgia","0500000US13193","13","193"
"484","Madison County, Georgia","0500000US13195","13","195"
"485","Marion County, Georgia","0500000US13197","13","197"
"486","Meriwether County, Georgia","0500000US13199","13","199"
"487","Miller County, Georgia","0500000US13201","13","201"
"488","Mitchell County, Georgia","0500000US13205","13","205"
"489","Monroe County, Georgia","0500000US13207","13","207"
"490","Montgomery County, Georgia","0500000US13209","13","209"
"491","Morgan County, Georgia","0500000US13211","13","211"
"492","Murray County, Georgia","0500000US13213","13","213"
"493","Muscogee County, Georgia","0500000US13215","13","215"
"494","Newton County, Georgia","0500000US13217","13","217"
"495","Oconee County, Georgia","0500000US13219","13","219"
"496","Oglethorpe County, Georgia","0500000US13221","13","221"
"497","Paulding County, Georgia","0500000US13223","13","223"
"498","Peach County, Georgia","0500000US13225","13","225"
"499","Pickens County, Georgia","0500000US13227","13","227"
"500","Pierce County, Georgia","0500000US13229","13","229"
"501","Pike County, Georgia","0500000US13231","13","231"
"502","Polk County, Georgia","0500000US13233","13","233"
"503","Pulaski County, Georgia","0500000US13235","13","235"
"504","Putnam County, Georgia","0500000US13237","13","237"
"505","Quitman County, Georgia","0500000US13239","13","239"
"506","Rabun County, Georgia","0500000US13241","13","241"
"507","Randolph County, Georgia","0500000US13243","13","243"
"508","Richmond County, Georgia","0500000US13245","13","245"
"509","Rockdale County, Georgia","0500000US13247","13","247"
"510","Schley County, Georgia","0500000US13249","13","249"
"511","Screven County, Georgia","0500000US13251","13","251"
"512","Seminole County, Georgia","0500000US13253","13","253"
"513","Spalding County, Georgia","0500000US13255","13","255"
"514","Stephens County, Georgia","0500000US13257","13","257"
"515","Stewart County, Georgia","0500000US13259","13","259"
"516","Sumter County, Georgia","0500000US13261","13","261"
"517","Talbot County, Georgia","0500000US13263","13","263"
"518","Taliaferro County, Georgia","0500000US13265","13","265"
"519","Tattnall County, Georgia","0500000US13267","13","267"
"520","Taylor County, Georgia","0500000US13269","13","269"
"521","Telfair County, Georgia","0500000US13271","13","271"
"522","Terrell County, Georgia","0500000US13273","13","273"
"523","Thomas County, Georgia","0500000US13275","13","275"
"524","Tift County, Georgia","0500000US13277","13","277"
"525","Toombs County, Georgia","0500000US13279","13","279"
"526","Towns County, Georgia","0500000US13281","13","281"
"527","Treutlen County, Georgia","0500000US13283","13","283"
"528","Troup County, Georgia","0500000US13285","13","285"
"529","Turner County, Georgia","0500000US13287","13","287"
"530","Twiggs County, Georgia","0500000US13289","13","289"
"531","Union County, Georgia","0500000US13291","13","291"
"532","Upson County, Georgia","0500000US13293","13","293"
"533","Walker County, Georgia","0500000US13295","13","295"
"534","Walton County, Georgia","0500000US13297","13","297"
"535","Ware County, Georgia","0500000US13299","13","299"
"536","Warren County, Georgia","0500000US13301","13","301"
